config,truth_source,pmid,missed_disease
02_order_sing_dis,union,31435774,Pelvic Pain
02_order_sing_dis,union,32629738,Hip Injuries
02_order_sing_dis,union,33412422,Abdominal Pain
02_order_sing_dis,union,34133820,Musculoskeletal Pain
02_order_sing_dis,union,34133820,Acute Pain
02_order_sing_dis,union,34218802,Helicobacter Infections
02_order_sing_dis,union,34453525,Attention Deficit Disorder with Hyperactivity
02_order_sing_dis,union,34559090,Substance Withdrawal Syndrome
02_order_sing_dis,union,35259978,Migraine Disorders
02_order_sing_dis,union,35766202,Arthritis Sacroiliac
02_order_sing_dis,union,35867273,Migraine Disorders
02_order_sing_dis,union,35867273,Headache
02_order_sing_dis,union,35905573,Pain
02_order_sing_dis,union,35905573,Joint Diseases
02_order_sing_dis,union,35987681,Hypotension
02_order_sing_dis,union,35987681,Systemic Inflammatory Response Syndrome
02_order_sing_dis,union,36173344,Heart Diseases
02_order_sing_dis,union,36173344,Heart Failure
02_order_sing_dis,union,36471429,Surgical Wound Infection
02_order_sing_dis,union,36477458,Bell Palsy
02_order_sing_dis,union,36477458,"Infant, Newborn, Diseases"
02_order_sing_dis,union,36707080,Stroke
02_order_sing_dis,union,37138225,Pain
02_order_sing_dis,union,37526038,Substance Withdrawal Syndrome
02_order_sing_dis,union,39586374,Pain
02_order_sing_dis,union,39601808,Disruptive Impulse Control and Conduct Disorders
02_order_sing_dis,union,39601808,Attention Deficit and Disruptive Behavior Disorders
02_order_sing_dis,union,39601808,Attention Deficit Disorder with Hyperactivity
02_order_sing_dis,union,40037214,Embolism
02_order_sing_dis,union,40043888,Uveomeningoencephalitic Syndrome
02_order_sing_dis,union,40813667,Dyspnea
02_order_sing_dis,union,40945498,Pain
02_order_sing_dis,union,10572343,Sleep Wake Disorders
02_order_sing_dis,union,10572343,Sleep Initiation and Maintenance Disorders
