drug1_id,drug1_name,drug2_id,drug2_name,weight_admissions,shared_diseases,weighted_jaccard
drug:potassium chloride,potassium chloride,drug:azithromycin,azithromycin,68252.0,5610,0.0
drug:potassium chloride,potassium chloride,drug:omeprazole,omeprazole,175441.0,14801,0.0
drug:potassium chloride,potassium chloride,drug:prednisone,prednisone,32950.0,2918,0.0
drug:potassium chloride,potassium chloride,drug:folic acid,folic acid,18598.0,1681,5.396982008125363
drug:potassium chloride,potassium chloride,drug:allopurinol,allopurinol,32999.0,2655,0.0
drug:potassium chloride,potassium chloride,drug:trazodone,trazodone,78374.0,6733,0.0
drug:potassium chloride,potassium chloride,drug:mirtazapine,mirtazapine,1385.0,134,0.07094196588639042
drug:potassium chloride,potassium chloride,drug:tamsulosin,tamsulosin,4032.0,364,0.2379182156133829
drug:potassium chloride,potassium chloride,drug:apixaban,apixaban,36369.0,3110,0.0
drug:potassium chloride,potassium chloride,drug:lisinopril,lisinopril,153020.0,12551,0.0
drug:potassium chloride,potassium chloride,drug:spironolactone,spironolactone,10296.0,939,0.9549248747913188
drug:potassium chloride,potassium chloride,drug:warfarin,warfarin,141016.0,10410,0.0
drug:potassium chloride,potassium chloride,drug:amlodipine,amlodipine,60058.0,5255,0.0
drug:potassium chloride,potassium chloride,drug:carvedilol,carvedilol,34151.0,2868,0.0
drug:potassium chloride,potassium chloride,drug:hydralazine,hydralazine,55548.0,4639,0.0
drug:potassium chloride,potassium chloride,drug:clopidogrel,clopidogrel,261864.0,18068,0.0
drug:potassium chloride,potassium chloride,drug:ferrous sulfate,ferrous sulfate,8492.0,765,0.6771929824561403
drug:potassium chloride,potassium chloride,drug:cyanocobalamin,cyanocobalamin,820.0,82,0.04084275539174179
drug:potassium chloride,potassium chloride,drug:pravastatin,pravastatin,1370.0,137,0.0701233556840866
drug:potassium chloride,potassium chloride,drug:finasteride,finasteride,1048.0,82,0.05279065081603869
drug:potassium chloride,potassium chloride,drug:tramadol,tramadol,1310.0,131,0.06684696637240393
drug:potassium chloride,potassium chloride,drug:benzonatate,benzonatate,1758.0,167,0.09135789637790365
drug:potassium chloride,potassium chloride,drug:pregabalin,pregabalin,23.0,2,0.0011016380879394579
drug:potassium chloride,potassium chloride,drug:acyclovir,acyclovir,85040.0,6175,0.0
drug:potassium chloride,potassium chloride,drug:cetirizine,cetirizine,16643.0,1372,3.5829924650161464
drug:potassium chloride,potassium chloride,drug:methotrexate,methotrexate,27743.0,2137,0.0
drug:potassium chloride,potassium chloride,drug:sertraline,sertraline,2311.0,192,0.12390756527800117
drug:potassium chloride,potassium chloride,drug:levetiracetam,levetiracetam,9936.0,850,0.8741092636579573
drug:potassium chloride,potassium chloride,drug:loratadine,loratadine,490.0,49,0.024011368648012937
drug:potassium chloride,potassium chloride,drug:clonidine,clonidine,535.0,49,0.02627314246427344
drug:potassium chloride,potassium chloride,drug:duloxetine,duloxetine,535.0,49,0.026260246404555047
drug:potassium chloride,potassium chloride,drug:montelukast,montelukast,1216.0,98,0.06170083214938096
drug:potassium chloride,potassium chloride,drug:clonazepam,clonazepam,1062.0,94,0.05350665054413543
drug:potassium chloride,potassium chloride,drug:rivaroxaban,rivaroxaban,535.0,49,0.02627314246427344
drug:potassium chloride,potassium chloride,drug:alprazolam,alprazolam,576.0,49,0.028342272302317572
drug:potassium chloride,potassium chloride,drug:simvastatin,simvastatin,54423.0,4531,0.0
drug:potassium chloride,potassium chloride,drug:diltiazem,diltiazem,21188.0,1728,0.0
drug:potassium chloride,potassium chloride,drug:valsartan,valsartan,1068.0,100,0.053827932059876016
drug:potassium chloride,potassium chloride,drug:amitriptyline,amitriptyline,190.0,17,0.009174754937466802
drug:potassium chloride,potassium chloride,drug:atenolol,atenolol,518.0,45,0.025415828467690495
drug:potassium chloride,potassium chloride,drug:ezetimibe,ezetimibe,450.0,45,0.02200811855039859
drug:potassium chloride,potassium chloride,drug:hydrochlorothiazide,hydrochlorothiazide,450.0,45,0.02200811855039859
drug:potassium chloride,potassium chloride,drug:citalopram,citalopram,450.0,45,0.02199736031676199
drug:potassium chloride,potassium chloride,drug:naproxen,naproxen,844.0,81,0.041904572762027706
drug:potassium chloride,potassium chloride,drug:cephalexin,cephalexin,370.0,36,0.01799698428911912
drug:aspirin,aspirin,drug:pantoprazole,pantoprazole,251507.0,20779,0.0
drug:aspirin,aspirin,drug:ondansetron,ondansetron,214497.0,17626,0.0
drug:aspirin,aspirin,drug:lorazepam,lorazepam,117510.0,9978,0.0
drug:aspirin,aspirin,drug:famotidine,famotidine,43703.0,3938,0.0
drug:aspirin,aspirin,drug:furosemide,furosemide,799001.0,55535,0.0
drug:aspirin,aspirin,drug:gabapentin,gabapentin,52071.0,4595,0.0
drug:aspirin,aspirin,drug:atorvastatin,atorvastatin,887268.0,53684,0.0
drug:aspirin,aspirin,drug:azithromycin,azithromycin,85693.0,7176,0.0
drug:aspirin,aspirin,drug:omeprazole,omeprazole,179596.0,15394,0.0
drug:aspirin,aspirin,drug:prednisone,prednisone,19173.0,1824,2.8137657763428234
drug:aspirin,aspirin,drug:folic acid,folic acid,12268.0,1110,0.9676605142766997
drug:aspirin,aspirin,drug:allopurinol,allopurinol,19551.0,1539,4.07397374453011
drug:aspirin,aspirin,drug:trazodone,trazodone,80197.0,6938,0.0
drug:aspirin,aspirin,drug:mirtazapine,mirtazapine,753.0,75,0.03265819490827081
drug:aspirin,aspirin,drug:tamsulosin,tamsulosin,5592.0,502,0.3057575591885833
drug:aspirin,aspirin,drug:apixaban,apixaban,34379.0,2938,0.0
drug:aspirin,aspirin,drug:lisinopril,lisinopril,173116.0,14077,0.0
drug:aspirin,aspirin,drug:spironolactone,spironolactone,9007.0,822,0.6015494556869031
drug:aspirin,aspirin,drug:warfarin,warfarin,123316.0,9856,0.0
drug:aspirin,aspirin,drug:amlodipine,amlodipine,62298.0,5559,0.0
drug:aspirin,aspirin,drug:carvedilol,carvedilol,35080.0,2931,0.0
drug:aspirin,aspirin,drug:hydralazine,hydralazine,71724.0,6119,0.0
drug:aspirin,aspirin,drug:clopidogrel,clopidogrel,317213.0,21257,0.0
drug:aspirin,aspirin,drug:ferrous sulfate,ferrous sulfate,9836.0,892,0.6976876152645766
drug:aspirin,aspirin,drug:cyanocobalamin,cyanocobalamin,860.0,86,0.03749073630062339
drug:aspirin,aspirin,drug:pravastatin,pravastatin,1390.0,139,0.06200098131049556
drug:aspirin,aspirin,drug:finasteride,finasteride,1097.0,86,0.04831534904206122
drug:aspirin,aspirin,drug:tramadol,tramadol,900.0,90,0.039285870182024535
drug:aspirin,aspirin,drug:paroxetine,paroxetine,50.0,5,0.0021053518042864964
drug:aspirin,aspirin,drug:benzonatate,benzonatate,2504.0,239,0.11701481377634469
drug:aspirin,aspirin,drug:pregabalin,pregabalin,24.0,2,0.001009293914798772
drug:aspirin,aspirin,drug:acyclovir,acyclovir,3844.0,341,0.1703825185053854
drug:aspirin,aspirin,drug:cetirizine,cetirizine,1235.0,112,0.053800914833369635
drug:aspirin,aspirin,drug:methotrexate,methotrexate,1436.0,129,0.06212147430351272
drug:aspirin,aspirin,drug:sertraline,sertraline,143.0,13,0.006028413641920661
drug:aspirin,aspirin,drug:levetiracetam,levetiracetam,516.0,48,0.02178226180927857
drug:aspirin,aspirin,drug:loratadine,loratadine,40.0,4,0.0016835725409318574
drug:aspirin,aspirin,drug:clonidine,clonidine,43.0,4,0.0018099928442143367
drug:aspirin,aspirin,drug:duloxetine,duloxetine,43.0,4,0.0018092312870787227
drug:aspirin,aspirin,drug:montelukast,montelukast,90.0,8,0.0037917087967644083
drug:aspirin,aspirin,drug:clonazepam,clonazepam,55.0,5,0.0023151071263206634
drug:aspirin,aspirin,drug:rivaroxaban,rivaroxaban,43.0,4,0.0018099928442143367
drug:aspirin,aspirin,drug:alprazolam,alprazolam,44.0,4,0.0018520857010565308
drug:aspirin,aspirin,drug:simvastatin,simvastatin,61221.0,5115,0.0
drug:aspirin,aspirin,drug:diltiazem,diltiazem,17870.0,1512,2.874376709023645
drug:aspirin,aspirin,drug:valsartan,valsartan,540.0,54,0.023204847234755705
drug:aspirin,aspirin,drug:atenolol,atenolol,10.0,1,0.00042032701441721657
drug:aspirin,aspirin,drug:ezetimibe,ezetimibe,10.0,1,0.0004203623523477237
drug:aspirin,aspirin,drug:hydrochlorothiazide,hydrochlorothiazide,10.0,1,0.0004203623523477237
drug:aspirin,aspirin,drug:citalopram,citalopram,10.0,1,0.0004201857220891634
drug:atorvastatin,atorvastatin,drug:pantoprazole,pantoprazole,168123.0,13684,0.0
drug:atorvastatin,atorvastatin,drug:ondansetron,ondansetron,129454.0,10485,0.0
drug:atorvastatin,atorvastatin,drug:lorazepam,lorazepam,81807.0,6818,0.0
drug:atorvastatin,atorvastatin,drug:famotidine,famotidine,25265.0,2238,0.0
drug:atorvastatin,atorvastatin,drug:furosemide,furosemide,566557.0,37949,0.0
drug:atorvastatin,atorvastatin,drug:gabapentin,gabapentin,38151.0,3307,0.0
drug:atorvastatin,atorvastatin,drug:azithromycin,azithromycin,36397.0,3096,0.0
drug:atorvastatin,atorvastatin,drug:omeprazole,omeprazole,119189.0,10107,0.0
drug:atorvastatin,atorvastatin,drug:prednisone,prednisone,9538.0,902,1.591257924591258
drug:atorvastatin,atorvastatin,drug:folic acid,folic acid,10463.0,950,2.5975670307845085
drug:atorvastatin,atorvastatin,drug:allopurinol,allopurinol,18646.0,1444,0.0
drug:atorvastatin,atorvastatin,drug:trazodone,trazodone,61137.0,5194,0.0
drug:atorvastatin,atorvastatin,drug:mirtazapine,mirtazapine,631.0,63,0.04959132348318139
drug:atorvastatin,atorvastatin,drug:tamsulosin,tamsulosin,4081.0,361,0.43670411985018726
drug:atorvastatin,atorvastatin,drug:apixaban,apixaban,34640.0,2966,0.0
drug:atorvastatin,atorvastatin,drug:lisinopril,lisinopril,142003.0,11487,0.0
drug:atorvastatin,atorvastatin,drug:spironolactone,spironolactone,9044.0,824,2.018299486721714
drug:atorvastatin,atorvastatin,drug:warfarin,warfarin,38477.0,3339,0.0
drug:atorvastatin,atorvastatin,drug:amlodipine,amlodipine,54325.0,4798,0.0
drug:atorvastatin,atorvastatin,drug:carvedilol,carvedilol,30875.0,2544,0.0
drug:atorvastatin,atorvastatin,drug:hydralazine,hydralazine,53664.0,4444,0.0
drug:atorvastatin,atorvastatin,drug:clopidogrel,clopidogrel,297045.0,20141,0.0
drug:atorvastatin,atorvastatin,drug:ferrous sulfate,ferrous sulfate,7789.0,692,1.3688927943760985
drug:atorvastatin,atorvastatin,drug:cyanocobalamin,cyanocobalamin,850.0,85,0.06803265567472387
drug:atorvastatin,atorvastatin,drug:pravastatin,pravastatin,920.0,92,0.0739906707415152
drug:atorvastatin,atorvastatin,drug:finasteride,finasteride,1087.0,85,0.08866231647634584
drug:atorvastatin,atorvastatin,drug:tramadol,tramadol,860.0,86,0.06883303985913239
drug:atorvastatin,atorvastatin,drug:paroxetine,paroxetine,20.0,2,0.0015010507355148605
drug:atorvastatin,atorvastatin,drug:benzonatate,benzonatate,630.0,62,0.04914963332813231
drug:atorvastatin,atorvastatin,drug:acyclovir,acyclovir,1109.0,70,0.07472542281517418
drug:atorvastatin,atorvastatin,drug:cetirizine,cetirizine,359.0,28,0.026839114832535885
drug:atorvastatin,atorvastatin,drug:methotrexate,methotrexate,406.0,28,0.02965451756628442
drug:atorvastatin,atorvastatin,drug:sertraline,sertraline,39.0,3,0.0029169783096484668
drug:atorvastatin,atorvastatin,drug:levetiracetam,levetiracetam,123.0,10,0.009026197989285976
drug:atorvastatin,atorvastatin,drug:loratadine,loratadine,10.0,1,0.0007499625018749063
drug:atorvastatin,atorvastatin,drug:clonidine,clonidine,11.0,1,0.0008249587520623968
drug:atorvastatin,atorvastatin,drug:duloxetine,duloxetine,11.0,1,0.0008243405275779376
drug:atorvastatin,atorvastatin,drug:montelukast,montelukast,27.0,2,0.0020233812949640288
drug:atorvastatin,atorvastatin,drug:clonazepam,clonazepam,13.0,1,0.0009742206235011991
drug:atorvastatin,atorvastatin,drug:rivaroxaban,rivaroxaban,11.0,1,0.0008249587520623968
drug:atorvastatin,atorvastatin,drug:alprazolam,alprazolam,12.0,1,0.0008999550022498875
drug:atorvastatin,atorvastatin,drug:simvastatin,simvastatin,47549.0,3892,0.0
drug:atorvastatin,atorvastatin,drug:diltiazem,diltiazem,1004.0,96,0.07950585999366487
drug:atorvastatin,atorvastatin,drug:valsartan,valsartan,70.0,7,0.005268703898840885
drug:lorazepam,lorazepam,drug:pantoprazole,pantoprazole,107333.0,9104,0.0
drug:lorazepam,lorazepam,drug:ondansetron,ondansetron,371154.0,20044,0.0
drug:lorazepam,lorazepam,drug:famotidine,famotidine,85962.0,6161,0.0
drug:lorazepam,lorazepam,drug:furosemide,furosemide,83750.0,7240,0.0
drug:lorazepam,lorazepam,drug:gabapentin,gabapentin,22132.0,1949,0.0
drug:lorazepam,lorazepam,drug:azithromycin,azithromycin,30122.0,2657,0.0
drug:lorazepam,lorazepam,drug:omeprazole,omeprazole,69295.0,5875,0.0
drug:lorazepam,lorazepam,drug:prednisone,prednisone,44398.0,3551,0.0
drug:lorazepam,lorazepam,drug:folic acid,folic acid,7214.0,665,12.165261382799326
drug:lorazepam,lorazepam,drug:allopurinol,allopurinol,27003.0,2155,0.0
drug:lorazepam,lorazepam,drug:trazodone,trazodone,28316.0,2370,0.0
drug:lorazepam,lorazepam,drug:mirtazapine,mirtazapine,1339.0,126,0.2511252813203301
drug:lorazepam,lorazepam,drug:tamsulosin,tamsulosin,552.0,55,0.08917609046849757
drug:lorazepam,lorazepam,drug:cetirizine,cetirizine,29625.0,2270,0.0
drug:lorazepam,lorazepam,drug:montelukast,montelukast,2152.0,163,0.4745314222712238
drug:lorazepam,lorazepam,drug:levetiracetam,levetiracetam,18329.0,1495,0.0
drug:lorazepam,lorazepam,drug:apixaban,apixaban,2107.0,186,0.41509062253743106
drug:lorazepam,lorazepam,drug:lisinopril,lisinopril,35930.0,3196,0.0
drug:lorazepam,lorazepam,drug:spironolactone,spironolactone,205.0,20,0.030892103676913803
drug:lorazepam,lorazepam,drug:warfarin,warfarin,3946.0,372,0.7562284400153315
drug:lorazepam,lorazepam,drug:amlodipine,amlodipine,17861.0,1367,0.0
drug:lorazepam,lorazepam,drug:carvedilol,carvedilol,1040.0,103,0.1702127659574468
drug:lorazepam,lorazepam,drug:hydralazine,hydralazine,4393.0,395,0.9486072122651695
drug:lorazepam,lorazepam,drug:clopidogrel,clopidogrel,39114.0,3316,0.0
drug:lorazepam,lorazepam,drug:pregabalin,pregabalin,25.0,2,0.003765627353517096
drug:lorazepam,lorazepam,drug:acyclovir,acyclovir,183064.0,10672,0.0
drug:lorazepam,lorazepam,drug:methotrexate,methotrexate,55745.0,3662,0.0
drug:lorazepam,lorazepam,drug:sertraline,sertraline,4090.0,325,1.5521821631878558
drug:lorazepam,lorazepam,drug:loratadine,loratadine,810.0,81,0.13846153846153847
drug:lorazepam,lorazepam,drug:clonidine,clonidine,889.0,81,0.15401940401940403
drug:lorazepam,lorazepam,drug:duloxetine,duloxetine,899.0,82,0.15575190575190576
drug:lorazepam,lorazepam,drug:clonazepam,clonazepam,1864.0,163,0.38760657101268453
drug:lorazepam,lorazepam,drug:rivaroxaban,rivaroxaban,889.0,81,0.15401940401940403
drug:lorazepam,lorazepam,drug:alprazolam,alprazolam,968.0,81,0.1700035124692659
drug:lorazepam,lorazepam,drug:tramadol,tramadol,810.0,81,0.13822525597269625
drug:lorazepam,lorazepam,drug:hydroxyzine,hydroxyzine,10.0,1,0.0015015015015015015
drug:lorazepam,lorazepam,drug:simvastatin,simvastatin,19740.0,1743,0.0
drug:lorazepam,lorazepam,drug:diltiazem,diltiazem,511.0,48,0.07938480658691938
drug:lorazepam,lorazepam,drug:pravastatin,pravastatin,10.0,1,0.0015015015015015015
drug:lorazepam,lorazepam,drug:ferrous sulfate,ferrous sulfate,91.0,9,0.013573985680190932
drug:lorazepam,lorazepam,drug:valsartan,valsartan,986.0,83,0.17340837143862117
drug:lorazepam,lorazepam,drug:benzonatate,benzonatate,629.0,60,0.10252648736756316
drug:lorazepam,lorazepam,drug:amitriptyline,amitriptyline,259.0,23,0.04044978916133063
drug:lorazepam,lorazepam,drug:atenolol,atenolol,976.0,82,0.17164966584593738
drug:lorazepam,lorazepam,drug:ezetimibe,ezetimibe,820.0,82,0.1404109589041096
drug:lorazepam,lorazepam,drug:hydrochlorothiazide,hydrochlorothiazide,820.0,82,0.1404109589041096
drug:lorazepam,lorazepam,drug:citalopram,citalopram,820.0,82,0.14017094017094017
drug:lorazepam,lorazepam,drug:naproxen,naproxen,1032.0,99,0.18054583624912526
drug:lorazepam,lorazepam,drug:cephalexin,cephalexin,452.0,44,0.07243589743589744
drug:ondansetron,ondansetron,drug:pantoprazole,pantoprazole,157853.0,12763,0.0
drug:ondansetron,ondansetron,drug:famotidine,famotidine,144241.0,10942,0.0
drug:ondansetron,ondansetron,drug:furosemide,furosemide,95753.0,8439,0.0
drug:ondansetron,ondansetron,drug:gabapentin,gabapentin,29372.0,2562,0.0
drug:ondansetron,ondansetron,drug:azithromycin,azithromycin,40138.0,3385,0.0
drug:ondansetron,ondansetron,drug:omeprazole,omeprazole,90414.0,7519,0.0
drug:ondansetron,ondansetron,drug:prednisone,prednisone,48741.0,3859,0.0
drug:ondansetron,ondansetron,drug:folic acid,folic acid,13823.0,1228,3.699946466809422
drug:ondansetron,ondansetron,drug:allopurinol,allopurinol,28528.0,2265,0.0
drug:ondansetron,ondansetron,drug:trazodone,trazodone,16314.0,1243,12.462948815889993
drug:ondansetron,ondansetron,drug:mirtazapine,mirtazapine,1614.0,153,0.10898777770274833
drug:ondansetron,ondansetron,drug:tamsulosin,tamsulosin,1903.0,182,0.13042286340895073
drug:ondansetron,ondansetron,drug:cetirizine,cetirizine,31336.0,2354,0.0
drug:ondansetron,ondansetron,drug:montelukast,montelukast,2252.0,169,0.15873687178402762
drug:ondansetron,ondansetron,drug:clopidogrel,clopidogrel,19036.0,1685,13.844363636363637
drug:ondansetron,ondansetron,drug:lisinopril,lisinopril,13395.0,1245,2.481934408004447
drug:ondansetron,ondansetron,drug:amlodipine,amlodipine,20980.0,1600,0.0
drug:ondansetron,ondansetron,drug:carvedilol,carvedilol,1195.0,116,0.07608072833768384
drug:ondansetron,ondansetron,drug:hydralazine,hydralazine,35217.0,3070,0.0
drug:ondansetron,ondansetron,drug:buspirone,buspirone,11.0,1,0.000670649920741373
drug:ondansetron,ondansetron,drug:hydroxyzine,hydroxyzine,20.0,2,0.0012193634922570418
drug:ondansetron,ondansetron,drug:sertraline,sertraline,4316.0,341,0.3549050242578735
drug:ondansetron,ondansetron,drug:warfarin,warfarin,1181.0,114,0.0665914857626163
drug:ondansetron,ondansetron,drug:ibuprofen,ibuprofen,61371.0,4843,0.0
drug:ondansetron,ondansetron,drug:acyclovir,acyclovir,204069.0,11187,0.0
drug:ondansetron,ondansetron,drug:methotrexate,methotrexate,61137.0,3831,0.0
drug:ondansetron,ondansetron,drug:levetiracetam,levetiracetam,19215.0,1552,0.0
drug:ondansetron,ondansetron,drug:loratadine,loratadine,840.0,84,0.05394297456974056
drug:ondansetron,ondansetron,drug:apixaban,apixaban,1931.0,168,0.1286990135963743
drug:ondansetron,ondansetron,drug:clonidine,clonidine,924.0,84,0.059655239202014335
drug:ondansetron,ondansetron,drug:duloxetine,duloxetine,934.0,85,0.0603008586738976
drug:ondansetron,ondansetron,drug:clonazepam,clonazepam,1958.0,171,0.13534250362894865
drug:ondansetron,ondansetron,drug:rivaroxaban,rivaroxaban,924.0,84,0.059655239202014335
drug:ondansetron,ondansetron,drug:alprazolam,alprazolam,1007.0,84,0.06535990134354515
drug:ondansetron,ondansetron,drug:tramadol,tramadol,840.0,84,0.05390835579514825
drug:ondansetron,ondansetron,drug:simvastatin,simvastatin,5466.0,495,0.4640067911714771
drug:ondansetron,ondansetron,drug:benzonatate,benzonatate,542.0,52,0.03393013647176662
drug:ondansetron,ondansetron,drug:amitriptyline,amitriptyline,939.0,79,0.06067851373182553
drug:ondansetron,ondansetron,drug:ferrous sulfate,ferrous sulfate,715.0,69,0.045161697827185446
drug:ondansetron,ondansetron,drug:atenolol,atenolol,1042.0,87,0.0677855841790268
drug:ondansetron,ondansetron,drug:valsartan,valsartan,1042.0,87,0.06774151605772981
drug:ondansetron,ondansetron,drug:ezetimibe,ezetimibe,870.0,87,0.055977351692188905
drug:ondansetron,ondansetron,drug:hydrochlorothiazide,hydrochlorothiazide,870.0,87,0.055977351692188905
drug:ondansetron,ondansetron,drug:citalopram,citalopram,870.0,87,0.05594135802469136
drug:clopidogrel,clopidogrel,drug:furosemide,furosemide,207485.0,15349,0.0
drug:clopidogrel,clopidogrel,drug:hydralazine,hydralazine,8552.0,823,0.0
drug:clopidogrel,clopidogrel,drug:pantoprazole,pantoprazole,79864.0,6672,0.0
drug:clopidogrel,clopidogrel,drug:amlodipine,amlodipine,18082.0,1685,0.0
drug:clopidogrel,clopidogrel,drug:omeprazole,omeprazole,29880.0,2664,0.0
drug:clopidogrel,clopidogrel,drug:warfarin,warfarin,4459.0,425,2.1603682170542635
drug:clopidogrel,clopidogrel,drug:lisinopril,lisinopril,112748.0,9165,0.0
drug:clopidogrel,clopidogrel,drug:allopurinol,allopurinol,1168.0,112,0.34332745443856555
drug:clopidogrel,clopidogrel,drug:carvedilol,carvedilol,2644.0,251,1.4176943699731903
drug:clopidogrel,clopidogrel,drug:gabapentin,gabapentin,2210.0,202,0.7660311958405546
