drug_name,drug_id,disease_name,disease_id,pmid_count,total_articles
metformin,@CHEMICAL_Metformin,Metabolic Diseases,@DISEASE_Metabolic_Diseases,10,188
metformin,@CHEMICAL_Metformin,Endometrial Neoplasms,@DISEASE_Endometrial_Neoplasms,10,167
metformin,@CHEMICAL_Metformin,Ovarian Neoplasms,@DISEASE_Ovarian_Neoplasms,10,147
metformin,@CHEMICAL_Metformin,Fatty Liver,@DISEASE_Fatty_Liver,10,161
metformin,@CHEMICAL_Metformin,Kidney Diseases,@DISEASE_Kidney_Diseases,10,284
metformin,@CHEMICAL_Metformin,Hyperinsulinism,@DISEASE_Hyperinsulinism,10,159
metformin,@CHEMICAL_Metformin,Lung Neoplasms,@DISEASE_Lung_Neoplasms,10,154
metformin,@CHEMICAL_Metformin,Atherosclerosis,@DISEASE_Atherosclerosis,10,162
metformin,@CHEMICAL_Metformin,Alzheimer Disease,@DISEASE_Alzheimer_Disease,10,150
metformin,@CHEMICAL_Metformin,Death,@DISEASE_Death,10,166
metformin,@CHEMICAL_Metformin,Hypoglycemia,@DISEASE_Hypoglycemia,10,336
metformin,@CHEMICAL_Metformin,Neoplasm Metastasis,@DISEASE_Neoplasm_Metastasis,10,128
metformin,@CHEMICAL_Metformin,Cognition Disorders,@DISEASE_Cognition_Disorders,10,151
metformin,@CHEMICAL_Metformin,Carcinoma Non Small Cell Lung,@DISEASE_Carcinoma_Non_Small_Cell_Lung,10,117
metformin,@CHEMICAL_Metformin,Infertility,@DISEASE_Infertility,10,114
metformin,@CHEMICAL_Metformin,Myocardial Infarction,@DISEASE_Myocardial_Infarction,10,139
metformin,@CHEMICAL_Metformin,Hirsutism,@DISEASE_Hirsutism,10,100
metformin,@CHEMICAL_Metformin,Diabetic Nephropathies,@DISEASE_Diabetic_Nephropathies,10,109
metformin,@CHEMICAL_Metformin,Hyperandrogenism,@DISEASE_Hyperandrogenism,10,106
metformin,@CHEMICAL_Metformin,Neurodegenerative Diseases,@DISEASE_Neurodegenerative_Diseases,10,99
metformin,@CHEMICAL_Metformin,Mitochondrial Diseases,@DISEASE_Mitochondrial_Diseases,10,141
metformin,@CHEMICAL_Metformin,Renal Insufficiency Chronic,@DISEASE_Renal_Insufficiency_Chronic,10,148
metformin,@CHEMICAL_Metformin,Carcinogenesis,@DISEASE_Carcinogenesis,10,107
metformin,@CHEMICAL_Metformin,Hypoxia,@DISEASE_Hypoxia,10,115
metformin,@CHEMICAL_Metformin,Heart Diseases,@DISEASE_Heart_Diseases,10,105
metformin,@CHEMICAL_Metformin,Drug Related Side Effects and Adverse Reactions,@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions,10,271
metformin,@CHEMICAL_Metformin,Stroke,@DISEASE_Stroke,10,110
metformin,@CHEMICAL_Metformin,Reperfusion Injury,@DISEASE_Reperfusion_Injury,10,81
metformin,@CHEMICAL_Metformin,Dyslipidemias,@DISEASE_Dyslipidemias,10,100
metformin,@CHEMICAL_Metformin,Stomach Neoplasms,@DISEASE_Stomach_Neoplasms,10,85
metformin,@CHEMICAL_Metformin,Osteoporosis,@DISEASE_Osteoporosis,10,80
metformin,@CHEMICAL_Metformin,Ischemia,@DISEASE_Ischemia,10,78
metformin,@CHEMICAL_Metformin,Pre Eclampsia,@DISEASE_Pre_Eclampsia,10,87
metformin,@CHEMICAL_Metformin,Liver Failure,@DISEASE_Liver_Failure,10,107
metformin,@CHEMICAL_Metformin,Depressive Disorder,@DISEASE_Depressive_Disorder,10,92
metformin,@CHEMICAL_Metformin,Squamous Cell Carcinoma of Head and Neck,@DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck,10,73
metformin,@CHEMICAL_Metformin,Abortion Spontaneous,@DISEASE_Abortion_Spontaneous,10,75
metformin,@CHEMICAL_Metformin,Dementia,@DISEASE_Dementia,10,76
metformin,@CHEMICAL_Metformin,Glioblastoma,@DISEASE_Glioblastoma,10,68
metformin,@CHEMICAL_Metformin,Melanoma,@DISEASE_Melanoma,10,66
metformin,@CHEMICAL_Metformin,Osteoarthritis,@DISEASE_Osteoarthritis,10,68
metformin,@CHEMICAL_Metformin,Vascular Diseases,@DISEASE_Vascular_Diseases,10,82
metformin,@CHEMICAL_Metformin,Chemical and Drug Induced Liver Injury,@DISEASE_Chemical_and_Drug_Induced_Liver_Injury,10,89
metformin,@CHEMICAL_Metformin,Acne Vulgaris,@DISEASE_Acne_Vulgaris,10,59
metformin,@CHEMICAL_Metformin,Liver Diseases,@DISEASE_Liver_Diseases,10,78
metformin,@CHEMICAL_Metformin,Nerve Degeneration,@DISEASE_Nerve_Degeneration,10,65
metformin,@CHEMICAL_Metformin,Neuroinflammatory Diseases,@DISEASE_Neuroinflammatory_Diseases,10,64
metformin,@CHEMICAL_Metformin,Tuberculosis,@DISEASE_Tuberculosis,10,62
metformin,@CHEMICAL_Metformin,Parkinson Disease,@DISEASE_Parkinson_Disease,10,65
metformin,@CHEMICAL_Metformin,Diabetes Complications,@DISEASE_Diabetes_Complications,10,59
metformin,@CHEMICAL_Metformin,Pain,@DISEASE_Pain,10,65
metformin,@CHEMICAL_Metformin,Coronary Artery Disease,@DISEASE_Coronary_Artery_Disease,10,53
metformin,@CHEMICAL_Metformin,Triple Negative Breast Neoplasms,@DISEASE_Triple_Negative_Breast_Neoplasms,10,57
metformin,@CHEMICAL_Metformin,Bone Diseases,@DISEASE_Bone_Diseases,10,57
metformin,@CHEMICAL_Metformin,Endometrial Hyperplasia,@DISEASE_Endometrial_Hyperplasia,10,51
metformin,@CHEMICAL_Metformin,Ovarian Diseases,@DISEASE_Ovarian_Diseases,10,52
metformin,@CHEMICAL_Metformin,Schizophrenia,@DISEASE_Schizophrenia,10,54
metformin,@CHEMICAL_Metformin,Infarction,@DISEASE_Infarction,10,54
metformin,@CHEMICAL_Metformin,Carcinoma Pancreatic Ductal,@DISEASE_Carcinoma_Pancreatic_Ductal,10,48
metformin,@CHEMICAL_Metformin,Urinary Bladder Neoplasms,@DISEASE_Urinary_Bladder_Neoplasms,10,50
metformin,@CHEMICAL_Metformin,Ovarian Hyperstimulation Syndrome,@DISEASE_Ovarian_Hyperstimulation_Syndrome,10,49
metformin,@CHEMICAL_Metformin,Aortic Aneurysm Abdominal,@DISEASE_Aortic_Aneurysm_Abdominal,10,45
metformin,@CHEMICAL_Metformin,Carcinoma Renal Cell,@DISEASE_Carcinoma_Renal_Cell,10,41
metformin,@CHEMICAL_Metformin,Glioma,@DISEASE_Glioma,10,45
metformin,@CHEMICAL_Metformin,Memory Disorders,@DISEASE_Memory_Disorders,10,52
metformin,@CHEMICAL_Metformin,Mental Disorders,@DISEASE_Mental_Disorders,10,48
metformin,@CHEMICAL_Metformin,Neoplasms Adipose Tissue,@DISEASE_Neoplasms_Adipose_Tissue,10,49
metformin,@CHEMICAL_Metformin,Brain Ischemia,@DISEASE_Brain_Ischemia,10,44
metformin,@CHEMICAL_Metformin,Infections,@DISEASE_Infections,10,51
metformin,@CHEMICAL_Metformin,Anovulation,@DISEASE_Anovulation,10,43
metformin,@CHEMICAL_Metformin,Cardiotoxicity,@DISEASE_Cardiotoxicity,10,39
metformin,@CHEMICAL_Metformin,Macular Degeneration,@DISEASE_Macular_Degeneration,10,41
metformin,@CHEMICAL_Metformin,Thyroid Neoplasms,@DISEASE_Thyroid_Neoplasms,10,40
metformin,@CHEMICAL_Metformin,Uterine Cervical Neoplasms,@DISEASE_Uterine_Cervical_Neoplasms,10,40
metformin,@CHEMICAL_Metformin,Sepsis,@DISEASE_Sepsis,10,50
metformin,@CHEMICAL_Metformin,HIV Infections,@DISEASE_HIV_Infections,10,38
metformin,@CHEMICAL_Metformin,Liver Cirrhosis,@DISEASE_Liver_Cirrhosis,10,39
metformin,@CHEMICAL_Metformin,Cardiomyopathies,@DISEASE_Cardiomyopathies,10,37
metformin,@CHEMICAL_Metformin,Hypothyroidism,@DISEASE_Hypothyroidism,10,47
metformin,@CHEMICAL_Metformin,Neurologic Manifestations,@DISEASE_Neurologic_Manifestations,10,50
metformin,@CHEMICAL_Metformin,Fatty Liver Alcoholic,@DISEASE_Fatty_Liver_Alcoholic,10,36
metformin,@CHEMICAL_Metformin,Brain Injuries,@DISEASE_Brain_Injuries,10,32
metformin,@CHEMICAL_Metformin,Coronary Disease,@DISEASE_Coronary_Disease,10,41
metformin,@CHEMICAL_Metformin,Fractures Bone,@DISEASE_Fractures_Bone,10,43
metformin,@CHEMICAL_Metformin,Hyperlipidemias,@DISEASE_Hyperlipidemias,10,39
metformin,@CHEMICAL_Metformin,Multiple Myeloma,@DISEASE_Multiple_Myeloma,10,35
metformin,@CHEMICAL_Metformin,Renal Insufficiency,@DISEASE_Renal_Insufficiency,10,103
metformin,@CHEMICAL_Metformin,Wounds and Injuries,@DISEASE_Wounds_and_Injuries,10,34
metformin,@CHEMICAL_Metformin,Cerebral Infarction,@DISEASE_Cerebral_Infarction,10,43
metformin,@CHEMICAL_Metformin,Hyperalgesia,@DISEASE_Hyperalgesia,10,34
metformin,@CHEMICAL_Metformin,Polycystic Kidney Autosomal Dominant,@DISEASE_Polycystic_Kidney_Autosomal_Dominant,10,32
metformin,@CHEMICAL_Metformin,Acanthosis Nigricans,@DISEASE_Acanthosis_Nigricans,10,35
metformin,@CHEMICAL_Metformin,Embolism Fat,@DISEASE_Embolism_Fat,10,35
metformin,@CHEMICAL_Metformin,Adenocarcinoma,@DISEASE_Adenocarcinoma,10,29
metformin,@CHEMICAL_Metformin,Anxiety,@DISEASE_Anxiety,10,38
metformin,@CHEMICAL_Metformin,Asthma,@DISEASE_Asthma,10,35
metformin,@CHEMICAL_Metformin,Diabetic Cardiomyopathies,@DISEASE_Diabetic_Cardiomyopathies,10,32
metformin,@CHEMICAL_Metformin,Head and Neck Neoplasms,@DISEASE_Head_and_Neck_Neoplasms,10,31
metformin,@CHEMICAL_Metformin,Periodontitis,@DISEASE_Periodontitis,10,30
metformin,@CHEMICAL_Metformin,Adenoma,@DISEASE_Adenoma,10,29
metformin,@CHEMICAL_Metformin,Diabetic Retinopathy,@DISEASE_Diabetic_Retinopathy,10,31
metformin,@CHEMICAL_Metformin,Neuralgia,@DISEASE_Neuralgia,10,30
metformin,@CHEMICAL_Metformin,Pulmonary Disease Chronic Obstructive,@DISEASE_Pulmonary_Disease_Chronic_Obstructive,10,30
metformin,@CHEMICAL_Metformin,Seizures,@DISEASE_Seizures,10,34
metformin,@CHEMICAL_Metformin,Cholangiocarcinoma,@DISEASE_Cholangiocarcinoma,10,27
metformin,@CHEMICAL_Metformin,Disease,@DISEASE_Disease,10,30
metformin,@CHEMICAL_Metformin,Esophageal Squamous Cell Carcinoma,@DISEASE_Esophageal_Squamous_Cell_Carcinoma,10,28
metformin,@CHEMICAL_Metformin,Hyperprolactinemia,@DISEASE_Hyperprolactinemia,10,27
metformin,@CHEMICAL_Metformin,Malformations of Cortical Development Group I,@DISEASE_Malformations_of_Cortical_Development_Group_I,10,27
metformin,@CHEMICAL_Metformin,Paroxysmal ventricular fibrillation,@DISEASE_Paroxysmal_ventricular_fibrillation,10,27
metformin,@CHEMICAL_Metformin,Ventricular Remodeling,@DISEASE_Ventricular_Remodeling,10,32
metformin,@CHEMICAL_Metformin,Epilepsy,@DISEASE_Epilepsy,10,26
metformin,@CHEMICAL_Metformin,Glucose Metabolism Disorders,@DISEASE_Glucose_Metabolism_Disorders,10,29
metformin,@CHEMICAL_Metformin,Leukemia,@DISEASE_Leukemia,10,31
metformin,@CHEMICAL_Metformin,Myocardial Ischemia,@DISEASE_Myocardial_Ischemia,10,30
metformin,@CHEMICAL_Metformin,Psoriasis,@DISEASE_Psoriasis,10,26
metformin,@CHEMICAL_Metformin,Acute Kidney Injury,@DISEASE_Acute_Kidney_Injury,10,153
metformin,@CHEMICAL_Metformin,Arthritis Rheumatoid,@DISEASE_Arthritis_Rheumatoid,10,26
metformin,@CHEMICAL_Metformin,Chronic Disease,@DISEASE_Chronic_Disease,10,27
metformin,@CHEMICAL_Metformin,Lung Diseases,@DISEASE_Lung_Diseases,10,33
metformin,@CHEMICAL_Metformin,Congenital Hyperinsulinism,@DISEASE_Congenital_Hyperinsulinism,10,26
metformin,@CHEMICAL_Metformin,Fetal Macrosomia,@DISEASE_Fetal_Macrosomia,10,28
metformin,@CHEMICAL_Metformin,Lupus Erythematosus Systemic,@DISEASE_Lupus_Erythematosus_Systemic,10,25
metformin,@CHEMICAL_Metformin,Virilism,@DISEASE_Virilism,10,25
metformin,@CHEMICAL_Metformin,Carcinoma Squamous Cell,@DISEASE_Carcinoma_Squamous_Cell,10,24
metformin,@CHEMICAL_Metformin,Hidradenitis Suppurativa,@DISEASE_Hidradenitis_Suppurativa,10,24
metformin,@CHEMICAL_Metformin,Hypertension Pulmonary,@DISEASE_Hypertension_Pulmonary,10,23
metformin,@CHEMICAL_Metformin,Hypertrophy,@DISEASE_Hypertrophy,10,27
metformin,@CHEMICAL_Metformin,Multiple Sclerosis,@DISEASE_Multiple_Sclerosis,10,23
metformin,@CHEMICAL_Metformin,Necrosis,@DISEASE_Necrosis,10,45
metformin,@CHEMICAL_Metformin,Premature Birth,@DISEASE_Premature_Birth,10,38
metformin,@CHEMICAL_Metformin,Prostatic Neoplasms Castration Resistant,@DISEASE_Prostatic_Neoplasms_Castration_Resistant,10,27
metformin,@CHEMICAL_Metformin,Atrial Fibrillation,@DISEASE_Atrial_Fibrillation,10,27
metformin,@CHEMICAL_Metformin,Autoimmune Diseases,@DISEASE_Autoimmune_Diseases,10,25
metformin,@CHEMICAL_Metformin,Neurotoxicity Syndromes,@DISEASE_Neurotoxicity_Syndromes,10,30
metformin,@CHEMICAL_Metformin,Proteinuria,@DISEASE_Proteinuria,10,26
metformin,@CHEMICAL_Metformin,Pulmonary Fibrosis,@DISEASE_Pulmonary_Fibrosis,10,24
metformin,@CHEMICAL_Metformin,Spinal Cord Injuries,@DISEASE_Spinal_Cord_Injuries,10,23
metformin,@CHEMICAL_Metformin,Cysts,@DISEASE_Cysts,10,24
metformin,@CHEMICAL_Metformin,Dysmenorrhea,@DISEASE_Dysmenorrhea,10,22
metformin,@CHEMICAL_Metformin,Esophageal Neoplasms,@DISEASE_Esophageal_Neoplasms,10,25
metformin,@CHEMICAL_Metformin,Frailty,@DISEASE_Frailty,10,24
metformin,@CHEMICAL_Metformin,Hypertriglyceridemia,@DISEASE_Hypertriglyceridemia,10,29
metformin,@CHEMICAL_Metformin,Pneumonia,@DISEASE_Pneumonia,10,25
metformin,@CHEMICAL_Metformin,hypoglycemic encephalopathy,@DISEASE_hypoglycemic_encephalopathy,10,81
metformin,@CHEMICAL_Metformin,Inflammatory Bowel Diseases,@DISEASE_Inflammatory_Bowel_Diseases,10,23
metformin,@CHEMICAL_Metformin,Kidney Failure Chronic,@DISEASE_Kidney_Failure_Chronic,10,34
metformin,@CHEMICAL_Metformin,Kidney Neoplasms,@DISEASE_Kidney_Neoplasms,10,25
metformin,@CHEMICAL_Metformin,Nervous System Diseases,@DISEASE_Nervous_System_Diseases,10,47
metformin,@CHEMICAL_Metformin,Rectal Neoplasms,@DISEASE_Rectal_Neoplasms,10,22
metformin,@CHEMICAL_Metformin,Carcinoma Ovarian Epithelial,@DISEASE_Carcinoma_Ovarian_Epithelial,10,19
metformin,@CHEMICAL_Metformin,Diabetic Angiopathies,@DISEASE_Diabetic_Angiopathies,10,21
metformin,@CHEMICAL_Metformin,Diabetic Neuropathies,@DISEASE_Diabetic_Neuropathies,10,27
metformin,@CHEMICAL_Metformin,HAIR AN syndrome,@DISEASE_HAIR_AN_syndrome,10,16
metformin,@CHEMICAL_Metformin,Huntington Disease,@DISEASE_Huntington_Disease,10,20
metformin,@CHEMICAL_Metformin,Hypertension Pregnancy Induced,@DISEASE_Hypertension_Pregnancy_Induced,10,20
metformin,@CHEMICAL_Metformin,Hypoxia Brain,@DISEASE_Hypoxia_Brain,10,32
metformin,@CHEMICAL_Metformin,Leukemia Myeloid Acute,@DISEASE_Leukemia_Myeloid_Acute,10,20
metformin,@CHEMICAL_Metformin,Lung Injury,@DISEASE_Lung_Injury,10,19
metformin,@CHEMICAL_Metformin,Lymphoma,@DISEASE_Lymphoma,10,21
metformin,@CHEMICAL_Metformin,Osteoarthritis Knee,@DISEASE_Osteoarthritis_Knee,10,20
metformin,@CHEMICAL_Metformin,Reproductive Tract Infections,@DISEASE_Reproductive_Tract_Infections,10,24
metformin,@CHEMICAL_Metformin,Autism Spectrum Disorder,@DISEASE_Autism_Spectrum_Disorder,10,18
metformin,@CHEMICAL_Metformin,Cell Transformation Neoplastic,@DISEASE_Cell_Transformation_Neoplastic,10,18
metformin,@CHEMICAL_Metformin,Colitis,@DISEASE_Colitis,10,19
metformin,@CHEMICAL_Metformin,Diabetic Ketoacidosis,@DISEASE_Diabetic_Ketoacidosis,10,31
metformin,@CHEMICAL_Metformin,Cartilage Diseases,@DISEASE_Cartilage_Diseases,10,18
metformin,@CHEMICAL_Metformin,Cognitive Dysfunction,@DISEASE_Cognitive_Dysfunction,10,25
metformin,@CHEMICAL_Metformin,Endocrine System Diseases,@DISEASE_Endocrine_System_Diseases,10,31
metformin,@CHEMICAL_Metformin,Endometriosis,@DISEASE_Endometriosis,10,20
metformin,@CHEMICAL_Metformin,Fragile X Syndrome,@DISEASE_Fragile_X_Syndrome,10,17
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,5,5
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Carcinoma Hepatocellular,@DISEASE_Carcinoma_Hepatocellular,1,1
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Cardiovascular Diseases,@DISEASE_Cardiovascular_Diseases,2,2
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,1,1
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Drug Related Side Effects and Adverse Reactions,@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions,1,1
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Glucose Intolerance,@DISEASE_Glucose_Intolerance,1,1
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Insulin Resistance,@DISEASE_Insulin_Resistance,1,1
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Intracranial Arteriovenous Malformations,@DISEASE_Intracranial_Arteriovenous_Malformations,1,1
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Metabolic Diseases,@DISEASE_Metabolic_Diseases,1,1
metformin,@CHEMICAL_rosiglitazone_metformin_combination,Obesity,@DISEASE_Obesity,1,1
metformin,@CHEMICAL_Sitagliptin_Phosphate_Metformin_Hydrochloride_Drug_Combination,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,4,4
metformin,@CHEMICAL_Sitagliptin_Phosphate_Metformin_Hydrochloride_Drug_Combination,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,1,1
metformin,@CHEMICAL_Sitagliptin_Phosphate_Metformin_Hydrochloride_Drug_Combination,Hyperglycemia,@DISEASE_Hyperglycemia,1,1
metformin,@CHEMICAL_Glucovance,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,8,8
metformin,@CHEMICAL_Glucovance,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,1,1
metformin,@CHEMICAL_Glucovance,Metabolic Diseases,@DISEASE_Metabolic_Diseases,1,1
metformin,@CHEMICAL_TP_113,Insulin Resistance,@DISEASE_Insulin_Resistance,1,1
metformin,@CHEMICAL_TP_113,Obesity,@DISEASE_Obesity,1,1
atenolol,@CHEMICAL_Atenolol,Hypertension,@DISEASE_Hypertension,10,1474
atenolol,@CHEMICAL_Atenolol,Essential Hypertension,@DISEASE_Essential_Hypertension,10,367
atenolol,@CHEMICAL_Atenolol,Hypertrophy Left Ventricular,@DISEASE_Hypertrophy_Left_Ventricular,10,163
atenolol,@CHEMICAL_Atenolol,Angina Pectoris,@DISEASE_Angina_Pectoris,10,143
atenolol,@CHEMICAL_Atenolol,Tachycardia,@DISEASE_Tachycardia,10,136
atenolol,@CHEMICAL_Atenolol,Angina Stable,@DISEASE_Angina_Stable,10,116
atenolol,@CHEMICAL_Atenolol,Myocardial Infarction,@DISEASE_Myocardial_Infarction,10,127
atenolol,@CHEMICAL_Atenolol,Coronary Artery Disease,@DISEASE_Coronary_Artery_Disease,10,83
atenolol,@CHEMICAL_Atenolol,Cardiovascular Diseases,@DISEASE_Cardiovascular_Diseases,10,89
atenolol,@CHEMICAL_Atenolol,Stroke,@DISEASE_Stroke,10,111
atenolol,@CHEMICAL_Atenolol,Arrhythmias Cardiac,@DISEASE_Arrhythmias_Cardiac,10,78
atenolol,@CHEMICAL_Atenolol,Hypotension,@DISEASE_Hypotension,10,139
atenolol,@CHEMICAL_Atenolol,Heart Failure,@DISEASE_Heart_Failure,10,66
atenolol,@CHEMICAL_Atenolol,Pulmonary Arterial Hypertension,@DISEASE_Pulmonary_Arterial_Hypertension,10,59
atenolol,@CHEMICAL_Atenolol,Heart Diseases,@DISEASE_Heart_Diseases,10,62
atenolol,@CHEMICAL_Atenolol,Ischemia,@DISEASE_Ischemia,10,58
atenolol,@CHEMICAL_Atenolol,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,10,69
atenolol,@CHEMICAL_Atenolol,Atrial Fibrillation,@DISEASE_Atrial_Fibrillation,10,44
atenolol,@CHEMICAL_Atenolol,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,10,39
atenolol,@CHEMICAL_Atenolol,Isolated Systolic Hypertension,@DISEASE_Isolated_Systolic_Hypertension,10,39
atenolol,@CHEMICAL_Atenolol,Myocardial Ischemia,@DISEASE_Myocardial_Ischemia,10,39
atenolol,@CHEMICAL_Atenolol,Pressure Ulcer,@DISEASE_Pressure_Ulcer,10,37
atenolol,@CHEMICAL_Atenolol,Coronary Disease,@DISEASE_Coronary_Disease,10,39
atenolol,@CHEMICAL_Atenolol,Brain Ischemia,@DISEASE_Brain_Ischemia,10,32
atenolol,@CHEMICAL_Atenolol,Death,@DISEASE_Death,10,36
atenolol,@CHEMICAL_Atenolol,Ventricular Dysfunction Left,@DISEASE_Ventricular_Dysfunction_Left,10,35
atenolol,@CHEMICAL_Atenolol,Migraine Disorders,@DISEASE_Migraine_Disorders,10,31
atenolol,@CHEMICAL_Atenolol,Marfan Syndrome,@DISEASE_Marfan_Syndrome,10,30
atenolol,@CHEMICAL_Atenolol,Depressive Disorder,@DISEASE_Depressive_Disorder,10,52
atenolol,@CHEMICAL_Atenolol,Hemangioma capillary infantile,@DISEASE_Hemangioma_capillary_infantile,10,24
atenolol,@CHEMICAL_Atenolol,Asthma,@DISEASE_Asthma,10,24
atenolol,@CHEMICAL_Atenolol,Syncope,@DISEASE_Syncope,10,25
atenolol,@CHEMICAL_Atenolol,Bradycardia,@DISEASE_Bradycardia,10,88
atenolol,@CHEMICAL_Atenolol,Infarction,@DISEASE_Infarction,10,21
atenolol,@CHEMICAL_Atenolol,Ventricular Premature Complexes,@DISEASE_Ventricular_Premature_Complexes,10,22
atenolol,@CHEMICAL_Atenolol,Heart Murmurs,@DISEASE_Heart_Murmurs,10,21
atenolol,@CHEMICAL_Atenolol,Status Asthmaticus,@DISEASE_Status_Asthmaticus,10,20
atenolol,@CHEMICAL_Atenolol,Cardiac Output Low,@DISEASE_Cardiac_Output_Low,10,19
atenolol,@CHEMICAL_Atenolol,Cardiomyopathy Dilated,@DISEASE_Cardiomyopathy_Dilated,10,20
atenolol,@CHEMICAL_Atenolol,Long QT Syndrome,@DISEASE_Long_QT_Syndrome,10,21
atenolol,@CHEMICAL_Atenolol,Pain,@DISEASE_Pain,10,18
atenolol,@CHEMICAL_Atenolol,Tachycardia Supraventricular,@DISEASE_Tachycardia_Supraventricular,10,18
atenolol,@CHEMICAL_Atenolol,Tachycardia Ventricular,@DISEASE_Tachycardia_Ventricular,10,18
atenolol,@CHEMICAL_Atenolol,Hematologic Diseases,@DISEASE_Hematologic_Diseases,10,16
atenolol,@CHEMICAL_Atenolol,Hyperthyroidism,@DISEASE_Hyperthyroidism,10,16
atenolol,@CHEMICAL_Atenolol,Inflammation,@DISEASE_Inflammation,10,18
atenolol,@CHEMICAL_Atenolol,Obesity,@DISEASE_Obesity,10,19
atenolol,@CHEMICAL_Atenolol,Atherosclerosis,@DISEASE_Atherosclerosis,10,16
atenolol,@CHEMICAL_Atenolol,Cardiomyopathy Hypertrophic,@DISEASE_Cardiomyopathy_Hypertrophic,10,16
atenolol,@CHEMICAL_Atenolol,Kidney Diseases,@DISEASE_Kidney_Diseases,10,21
atenolol,@CHEMICAL_Atenolol,Tremor,@DISEASE_Tremor,10,17
