config,truth_source,pmid,missed_disease
04_add_salts,union,37526038,Substance Withdrawal Syndrome
04_add_salts,union,39586374,Pain
04_add_salts,union,39601808,Disruptive Impulse Control and Conduct Disorders
04_add_salts,union,39601808,Attention Deficit and Disruptive Behavior Disorders
04_add_salts,union,39601808,Attention Deficit Disorder with Hyperactivity
04_add_salts,union,40037214,Embolism
04_add_salts,union,40043888,Uveomeningoencephalitic Syndrome
04_add_salts,union,40813667,Dyspnea
04_add_salts,union,40945498,Pain
04_add_salts,union,10572343,Sleep Wake Disorders
04_add_salts,union,10572343,Sleep Initiation and Maintenance Disorders
