config,truth_source,pmid,missed_drug,missed_disease
04_add_salts,pubtator,33412422,Escitalopram,Abdominal Pain
04_add_salts,pubtator,34133820,Ibuprofen,Musculoskeletal Pain
04_add_salts,pubtator,34133820,Diclofenac,Musculoskeletal Pain
04_add_salts,pubtator,34218802,Doxycycline,Helicobacter Infections
04_add_salts,pubtator,34453525,Methylphenidate,Attention Deficit Disorder with Hyperactivity
04_add_salts,pubtator,34559090,Clonidine,Substance Withdrawal Syndrome
04_add_salts,pubtator,34793552,Amlodipine,Gastrointestinal Hemorrhage
04_add_salts,pubtator,34793552,Atenolol,Gastrointestinal Hemorrhage
04_add_salts,pubtator,35103836,Diclofenac,Pain Postoperative
04_add_salts,pubtator,35259978,Topiramate,Migraine Disorders
04_add_salts,pubtator,35766202,Methylprednisolone,Arthritis Sacroiliac
04_add_salts,pubtator,35867273,Propranolol,Migraine Disorders
04_add_salts,pubtator,35867273,Propranolol,Headache
04_add_salts,pubtator,35905573,Triamcinolone,Pain
04_add_salts,pubtator,35905573,Triamcinolone,Osteoarthritis
04_add_salts,pubtator,35905573,Triamcinolone,Joint Diseases
04_add_salts,pubtator,35987681,Methylprednisolone,Hypotension
04_add_salts,pubtator,36173235,Insulin Lispro,Diabetes Mellitus Type 1
04_add_salts,pubtator,36173344,Valsartan,Heart Diseases
04_add_salts,pubtator,36173344,Valsartan,Pulmonary Arterial Hypertension
04_add_salts,pubtator,36173344,Dapagliflozin,Heart Diseases
04_add_salts,pubtator,36471429,Cephalexin,Surgical Wound Infection
04_add_salts,pubtator,36477458,Ibuprofen,Bell Palsy
04_add_salts,pubtator,36561129,Fluticasone,Pulmonary Disease Chronic Obstructive
04_add_salts,pubtator,36561129,Vilanterol,Pulmonary Disease Chronic Obstructive
04_add_salts,pubtator,36942908,Acetaminophen,Acute Pain
04_add_salts,pubtator,37138225,Oxycodone,Pain
04_add_salts,pubtator,37210743,Valsartan,Heart Failure
04_add_salts,pubtator,37210743,Valsartan,Cardiovascular Diseases
04_add_salts,pubtator,37395974,Amlodipine,Dyslipidemias
04_add_salts,pubtator,37395974,Losartan,Dyslipidemias
04_add_salts,pubtator,37395974,Rosuvastatin,Hypertension
04_add_salts,pubtator,37395974,Ezetimibe,Hypertension
04_add_salts,pubtator,39586374,Clonidine,Pain
04_add_salts,pubtator,39601808,Methylphenidate,Disruptive Impulse Control and Conduct Disorders
04_add_salts,pubtator,39601808,Methylphenidate,Attention Deficit and Disruptive Behavior Disorders
04_add_salts,pubtator,40037214,Aspirin,Embolism
04_add_salts,pubtator,40037214,Rivaroxaban,Embolism
04_add_salts,pubtator,40043888,Prednisone,Uveomeningoencephalitic Syndrome
04_add_salts,pubtator,40043888,Adalimumab,Uveomeningoencephalitic Syndrome
04_add_salts,pubtator,40813667,Mirtazapine,Dyspnea
04_add_salts,pubtator,40877788,Acetaminophen,Pain Postoperative
04_add_salts,pubtator,40945498,Ibuprofen,Pain
04_add_salts,pubtator,40945498,Diclofenac,Pain
04_add_salts,pubtator,10572343,Trazodone,Sleep Wake Disorders
04_add_salts,pubtator,12145220,Glipizide,Diabetes Mellitus
04_add_salts,pubtator,22947356,Lisinopril,Hypertension Diastolic Resistance to
04_add_salts,pubtator,24158898,Pantoprazole,Dyspepsia
04_add_salts,pubtator,24180582,Clindamycin,Pain
04_add_salts,pubtator,25796863,Pantoprazole,Pancreatitis Chronic
04_add_salts,pubtator,25941016,Sumatriptan,Pain
04_add_salts,pubtator,26577417,Insulin Glargine,Hypoglycemia
04_add_salts,pubtator,27808417,Levetiracetam,Meige Syndrome
04_add_salts,pubtator,28082332,Losartan,Hypoxia
04_add_salts,pubtator,28240967,Pravastatin,Small Cell Lung Carcinoma
04_add_salts,pubtator,30302936,Chlorthalidone,Essential Hypertension
04_add_salts,pubtator,32436641,Insulin Lispro,Diabetes Mellitus Type 1
04_add_salts,pubtator,32488923,Insulin Lispro,Diabetes Mellitus Type 1
04_add_salts,pubtator,33097422,Sulfamethoxazole,Lower Urinary Tract Symptoms
04_add_salts,pubtator,33783553,Warfarin,Blood Coagulation Disorders
04_add_salts,pubtator,33837106,Insulin Aspart,Diabetes Mellitus Type 2
04_add_salts,pubtator,34847709,Isosorbide,Cerebral Infarction
04_add_salts,pubtator,35469478,Diclofenac,Migraine Disorders
04_add_salts,pubtator,37263861,Atorvastatin,Altitude Sickness
04_add_salts,pubtator,37289237,Furosemide,Pulmonary Atelectasis
04_add_salts,pubtator,38267312,Insulin Glargine,Diabetes Mellitus Type 2
04_add_salts,pubtator,38521730,Ondansetron,Alcoholism
04_add_salts,pubtator,40505216,Methylphenidate,Parkinson Disease
04_add_salts,rentrez,12453952,Glipizide,Diabetes Mellitus
04_add_salts,rentrez,12453952,Glipizide,"Diabetes Mellitus, Type 2"
04_add_salts,rentrez,15468607,Trazodone,Sleep Initiation and Maintenance Disorders
04_add_salts,rentrez,17097398,Cephalexin,"Skin Diseases, Infectious"
04_add_salts,rentrez,22915486,Mirtazapine,"Sleep Disorders, Circadian Rhythm"
04_add_salts,rentrez,23497779,Pravastatin,Coronary Artery Disease
04_add_salts,rentrez,23570952,Buspirone,Anxiety Disorders
04_add_salts,rentrez,23570952,Buspirone,"Depressive Disorder, Treatment-Resistant"
04_add_salts,rentrez,23570952,Paroxetine,Anxiety Disorders
04_add_salts,rentrez,23570952,Paroxetine,"Depressive Disorder, Treatment-Resistant"
04_add_salts,rentrez,25987260,Irbesartan,"Diabetes Mellitus, Type 2"
04_add_salts,rentrez,25987260,Irbesartan,"Kidney Failure, Chronic"
04_add_salts,rentrez,26123629,Clonazepam,Sleep Wake Disorders
04_add_salts,rentrez,26572055,Memantine,Alzheimer Disease
04_add_salts,rentrez,28416195,Pravastatin,HIV Infections
04_add_salts,rentrez,28838583,Aripiprazole,Psychotic Disorders
04_add_salts,rentrez,29402860,Zolpidem,Sleep Wake Disorders
04_add_salts,rentrez,29622037,Donepezil,Alzheimer Disease
04_add_salts,rentrez,29622037,Donepezil,Cognition Disorders
04_add_salts,rentrez,30326006,Gabapentin,Chronic Pain
04_add_salts,rentrez,31230222,Donepezil,Autistic Disorder
04_add_salts,rentrez,31435774,Gabapentin,Chronic Pain
04_add_salts,rentrez,31435774,Gabapentin,Pelvic Pain
04_add_salts,rentrez,34133820,Diclofenac,Acute Pain
04_add_salts,rentrez,34218802,Doxycycline,Helicobacter Infections
04_add_salts,rentrez,34218802,Esomeprazole,Helicobacter Infections
04_add_salts,rentrez,34453525,Methylphenidate,Attention Deficit Disorder with Hyperactivity
04_add_salts,rentrez,34559090,Clonidine,Substance Withdrawal Syndrome
04_add_salts,rentrez,35103836,Diclofenac,"Pain, Postoperative"
04_add_salts,rentrez,35259978,Topiramate,Migraine Disorders
04_add_salts,rentrez,35905573,Triamcinolone,Pain
04_add_salts,rentrez,35987681,Methylprednisolone,Systemic Inflammatory Response Syndrome
04_add_salts,rentrez,36173235,Insulin Lispro,"Diabetes Mellitus, Type 1"
04_add_salts,rentrez,36173344,Valsartan,Heart Diseases
04_add_salts,rentrez,36173344,Valsartan,Heart Failure
04_add_salts,rentrez,36173344,Valsartan,Pulmonary Arterial Hypertension
04_add_salts,rentrez,36471429,Cephalexin,Surgical Wound Infection
04_add_salts,rentrez,36477458,Ibuprofen,"Infant, Newborn, Diseases"
04_add_salts,rentrez,36561129,Fluticasone,"Pulmonary Disease, Chronic Obstructive"
04_add_salts,rentrez,36707080,Atorvastatin,Stroke
04_add_salts,rentrez,36707080,Clopidogrel,Stroke
04_add_salts,rentrez,37210743,Valsartan,Heart Failure
04_add_salts,rentrez,37395974,Ezetimibe,Hypertension
04_add_salts,rentrez,37395974,Ezetimibe,Essential Hypertension
04_add_salts,rentrez,37526038,Baclofen,Substance Withdrawal Syndrome
04_add_salts,rentrez,39601808,Methylphenidate,Attention Deficit Disorder with Hyperactivity
04_add_salts,rentrez,39601808,Methylphenidate,Attention Deficit and Disruptive Behavior Disorders
04_add_salts,rentrez,40043888,Prednisone,Uveomeningoencephalitic Syndrome
04_add_salts,rentrez,40043888,Adalimumab,Uveomeningoencephalitic Syndrome
04_add_salts,rentrez,40877788,Acetaminophen,"Pain, Postoperative"
04_add_salts,rentrez,40945498,Acetaminophen,"Pain, Postoperative"
04_add_salts,rentrez,10572343,Trazodone,Sleep Initiation and Maintenance Disorders
04_add_salts,rentrez,24023757,Pravastatin,Coronary Disease
04_add_salts,rentrez,24158898,Pantoprazole,Helicobacter Infections
04_add_salts,rentrez,24180582,Clindamycin,"Pain, Postoperative"
04_add_salts,rentrez,24182419,Sumatriptan,Migraine Disorders
04_add_salts,rentrez,25796863,Pantoprazole,Helicobacter Infections
04_add_salts,rentrez,25941016,Sumatriptan,Migraine Disorders
04_add_salts,rentrez,26577417,Insulin Lispro,"Diabetes Mellitus, Type 2"
04_add_salts,rentrez,27808417,Levetiracetam,Dystonic Disorders
04_add_salts,rentrez,28082332,Losartan,Hypertension
04_add_salts,rentrez,30302936,Chlorthalidone,Essential Hypertension
04_add_salts,rentrez,32436641,Insulin Lispro,"Diabetes Mellitus, Type 1"
04_add_salts,rentrez,32488923,Insulin Lispro,"Diabetes Mellitus, Type 1"
04_add_salts,rentrez,33783553,Warfarin,Blood Coagulation Disorders
04_add_salts,rentrez,33837106,Insulin Aspart,"Diabetes Mellitus, Type 2"
04_add_salts,rentrez,34596484,Tamsulosin,Pain
04_add_salts,rentrez,34847709,Isosorbide,Cerebral Small Vessel Diseases
04_add_salts,rentrez,35346603,Ezetimibe,Muscular Diseases
04_add_salts,rentrez,35469478,Diclofenac,Migraine Disorders
04_add_salts,rentrez,36262968,Triamcinolone,Pain
04_add_salts,rentrez,38267312,Insulin Glargine,"Diabetes Mellitus, Type 2"
04_add_salts,rentrez,38521730,Ondansetron,"Liver Diseases, Alcoholic"
04_add_salts,rentrez,40345826,Amoxicillin,Community-Acquired Infections
04_add_salts,rentrez,40505216,Methylphenidate,Parkinson Disease
04_add_salts,union,8165073,Nitrofurantoin,Urologic Diseases
04_add_salts,union,9866667,Cephalexin,Wounds and Injuries
04_add_salts,union,12453952,Glipizide,Diabetes Mellitus
04_add_salts,union,12453952,Glipizide,"Diabetes Mellitus, Type 2"
04_add_salts,union,15468607,Trazodone,Sleep Initiation and Maintenance Disorders
04_add_salts,union,17097398,Cephalexin,Dermatitis
04_add_salts,union,17097398,Cephalexin,"Skin Diseases, Infectious"
04_add_salts,union,17580026,Diltiazem,Fissure in Ano
04_add_salts,union,19169140,Valacyclovir,Herpes Simplex
04_add_salts,union,19169140,Acyclovir,Herpes Simplex
04_add_salts,union,21075537,Gabapentin,Pruritus
04_add_salts,union,21075537,Gabapentin,Burns
04_add_salts,union,21075537,Cetirizine,Pruritus
04_add_salts,union,21075537,Cetirizine,Burns
04_add_salts,union,22915486,Mirtazapine,Sleep Deprivation
04_add_salts,union,22915486,Mirtazapine,"Sleep Disorders, Circadian Rhythm"
