group,pmid,pub_year,drug_name_pt,drug_id_pt,disease_name_pt,disease_id_pt,pmid_count_pair,n_pairs_pmid,n_drugs_pmid,n_diseases_pmid,pmid_has_one_drug_multi_diseases,pmid_has_one_disease_multi_drugs,pt_pairs_json,row_id,title,abstract,annotator_id,pubtator_agree,pt_pair_agree_json,other_relations,other_drug_name,other_disease_name,other_disease_id,other_drug_free_text,other_disease_free_text
pmid_multi_rel,20695130,2010,Prednisolone,@CHEMICAL_Prednisolone,Abdominal Pain,@DISEASE_Abdominal_Pain,100,4,1,4,True,False,"[{""drug_name"": ""Prednisolone"", ""drug_id"": ""@CHEMICAL_Prednisolone"", ""disease_name"": ""Abdominal Pain"", ""disease_id"": ""@DISEASE_Abdominal_Pain"", ""pub_year"": 2010, ""pmid_count_pair"": 100}, {""drug_name"": ""Prednisolone"", ""drug_id"": ""@CHEMICAL_Prednisolone"", ""disease_name"": ""Weight Loss"", ""disease_id"": ""@DISEASE_Weight_Loss"", ""pub_year"": 2010, ""pmid_count_pair"": 100}, {""drug_name"": ""Prednisolone"", ""drug_id"": ""@CHEMICAL_Prednisolone"", ""disease_name"": ""Splenomegaly"", ""disease_id"": ""@DISEASE_Splenomegaly"", ""pub_year"": 2010, ""pmid_count_pair"": 37}, {""drug_name"": ""Prednisolone"", ""drug_id"": ""@CHEMICAL_Prednisolone"", ""disease_name"": ""Gastrointestinal Hemorrhage"", ""disease_id"": ""@DISEASE_Gastrointestinal_Hemorrhage"", ""pub_year"": 2010, ""pmid_count_pair"": 32}]",39,[A case of hemophagocytic syndrome in an ulcerative colitis patient].,"A case of hemophagocytic syndrome associated with ulcerative colitis is very rare. A 32-year-old man visited the hospital complaining of fever and severe abdominal pain for 7 days. He was diagnosed to have ulcerative colitis 2 years ago and had been treated with sulfasalazine. Three months ago, he had abdominal pain, weight loss, and hematochezia, so prednisolone and mercaptopurine were added to the treatment. On admission, the physical examination showed splenomegaly. Peripheral blood counts revealed pancytopenia, and bone marrow aspirate smears showed many histiocytes with active hemophagocytosis. There was no evidence of viral and bacterial infections and other neoplasms, which were commonly associated with hemophagocytic syndrome. He was successfully treated with high dose steroid. We report this case along with a review of the related literatures.",,,,,,,,,
pmid_multi_rel,2924374,1989,Allopurinol,@CHEMICAL_Allopurinol,Neoplasms,@DISEASE_Neoplasms,79,2,1,2,True,False,"[{""drug_name"": ""Allopurinol"", ""drug_id"": ""@CHEMICAL_Allopurinol"", ""disease_name"": ""Neoplasms"", ""disease_id"": ""@DISEASE_Neoplasms"", ""pub_year"": 1989, ""pmid_count_pair"": 79}, {""drug_name"": ""Allopurinol"", ""drug_id"": ""@CHEMICAL_Allopurinol"", ""disease_name"": ""Liver Neoplasms"", ""disease_id"": ""@DISEASE_Liver_Neoplasms"", ""pub_year"": 1989, ""pmid_count_pair"": 1}]",40,Effect on liver tumor growth in rats of allopurinol and 5-fluorouracil in combination with hepatic artery ligation.,"Rats with an experimental solitary liver tumor of a nitrosoguanidine-induced colonic adenocarcinoma were subjected to hepatic artery ligation (HAL) alone or in combination with 5-fluorouracil (5-FU) in three different doses, with or without the addition of allopurinol. The drugs were injected i.p. on 3 consecutive days before or after the HAL procedure. HAL alone significantly reduced the tumor growth compared with the control procedure (P less than 0.001). This observation was correlated with a significantly prolonged survival for the ligated animals (P less than 0.01). The administration of a low dose of 5-FU (15 mg/kg per day) in combination with allopurinol (100 mg/kg per day) enhanced tumor growth compared with that in animals treated with 5-FU only (P less than 0.01) or nontreated animals (P less than 0.05). A significant increase in survival was observed in animals given a high dose of 5-FU (60 mg/kg per day) after HAL compared with non-treated animals (P less than 0.001) as well as animals subjected to HAL alone (P less than 0.02). All animals receiving more than 15 mg/kg per day 5-FU before HAL succumbed within 10 days. The addition of allopurinol did not protect the animals against this mortality. These observations indicate that the effect of HAL followed by 5-FU is dose-dependent and that, at least in this treatment modality, allopurinol does not modulate the toxicity of 5-FU.",,,,,,,,,
pmid_single_rel,12608129,2002,Bupropion,@CHEMICAL_Bupropion,Coronary Artery Disease,@DISEASE_Coronary_Artery_Disease,5,1,1,1,False,False,"[{""drug_name"": ""Bupropion"", ""drug_id"": ""@CHEMICAL_Bupropion"", ""disease_name"": ""Coronary Artery Disease"", ""disease_id"": ""@DISEASE_Coronary_Artery_Disease"", ""pub_year"": 2002, ""pmid_count_pair"": 5}]",41,[Smoking cessation in coronary patients].,"Smoking is one of the main risk factors for coronary artery disease and its complications, including sudden death. In smokers, smoking cessation is associated with improved 5-year outcome. Consequently, smoking cessation should be one of the main goals of the clinician in patients hospitalized for a coronary event. Any health professional has the capacity to deliver a simple message: ""do you smoke?"" and ""are you willing to quit?"". Such simple questions have a positive impact on the smoker who knows he has coronary artery disease. In addition nicotine substitutes and bupropion are particularly useful to help the patient: their efficacy has been demonstrated in several well-conducted studies. Last, treating tobacco smoking requires long-term follow-up of the patient who will be asked to consult regularly to this purpose.",,,,,,,,,
pmid_multi_rel,10806134,2000,Amlodipine,@CHEMICAL_Amlodipine,Sleep Apnea Obstructive,@DISEASE_Sleep_Apnea_Obstructive,5,4,4,1,False,True,"[{""drug_name"": ""Amlodipine"", ""drug_id"": ""@CHEMICAL_Amlodipine"", ""disease_name"": ""Sleep Apnea Obstructive"", ""disease_id"": ""@DISEASE_Sleep_Apnea_Obstructive"", ""pub_year"": 2000, ""pmid_count_pair"": 5}, {""drug_name"": ""Losartan"", ""drug_id"": ""@CHEMICAL_Losartan"", ""disease_name"": ""Sleep Apnea Obstructive"", ""disease_id"": ""@DISEASE_Sleep_Apnea_Obstructive"", ""pub_year"": 2000, ""pmid_count_pair"": 4}, {""drug_name"": ""Hydrochlorothiazide"", ""drug_id"": ""@CHEMICAL_Hydrochlorothiazide"", ""disease_name"": ""Sleep Apnea Obstructive"", ""disease_id"": ""@DISEASE_Sleep_Apnea_Obstructive"", ""pub_year"": 2000, ""pmid_count_pair"": 2}, {""drug_name"": ""Atenolol"", ""drug_id"": ""@CHEMICAL_Atenolol"", ""disease_name"": ""Sleep Apnea Obstructive"", ""disease_id"": ""@DISEASE_Sleep_Apnea_Obstructive"", ""pub_year"": 2000, ""pmid_count_pair"": 1}]",42,"Comparison of atenolol, amlodipine, enalapril, hydrochlorothiazide, and losartan for antihypertensive treatment in patients with obstructive sleep apnea.","We compared the effects of atenolol (50 mg), amlodipine (5 mg), enalapril (20 mg), hydrochlorothiazide (25 mg), and losartan (50 mg) given in once-daily oral doses on office and ambulatory blood pressures (BPs) in patients with hypertension and obstructive sleep apnea (OSA). Each of 40 randomized patients was treated in sequence with two of the five agents (balanced incomplete block design). Treatment periods lasted 6 wk and were separated by a 3-wk washout period. Changes in BP from baseline with the study substances were compared through analysis of variance. Office diastolic BP, our primary outcome variable, was most effectively lowered by atenolol, with all four post hoc differences between atenolol and the remaining substances being statistically significant. Reductions in office systolic and daytime ambulatory BP were not significantly different among the five compounds. However, atenolol reduced mean nighttime ambulatory diastolic and systolic BP more effectively than did amlodipine, enalapril, or losartan (but not hydrochlorothiazide). Severity of sleep-disordered breathing and well-being during the day were not significantly influenced by any of the study compounds. Our findings are in accordance with the hypothesis that an overactivity of the sympathetic nervous system is an important mechanism behind the development or maintenance of hypertension in patients with OSA.",,,,,,,,,
pmid_multi_rel,29494855,2018,Fluoxetine,@CHEMICAL_Fluoxetine,Cerebral Infarction,@DISEASE_Cerebral_Infarction,26,2,1,2,True,False,"[{""drug_name"": ""Fluoxetine"", ""drug_id"": ""@CHEMICAL_Fluoxetine"", ""disease_name"": ""Cerebral Infarction"", ""disease_id"": ""@DISEASE_Cerebral_Infarction"", ""pub_year"": 2018, ""pmid_count_pair"": 26}, {""drug_name"": ""Fluoxetine"", ""drug_id"": ""@CHEMICAL_Fluoxetine"", ""disease_name"": ""Ischemic Stroke"", ""disease_id"": ""@DISEASE_Ischemic_Stroke"", ""pub_year"": 2018, ""pmid_count_pair"": 6}]",43,Effect of fluoxetine on three-year recurrence in acute ischemic stroke: A randomized controlled clinical study.,"To evaluate the effect of fluoxetine on three-year recurrence rate of acute ischemic stroke. 404 enrolled patients with acute ischemic stroke were randomly divided into control and treatment groups, and underwent conventional secondary preventive therapy for ischemic stroke. In addition, the treatment group was administered fluoxetine (20 mg daily for 90 days). A three-year follow-up was performed, and indicators related to risk factors of stroke were assessed at day 90 of follow-up. The effect of fluoxetine on the three-year recurrence rate of acute ischemic stroke was evaluated by survival analysis, as well as multifactor Cox regression analysis. The values of systolic blood pressure, blood total cholesterol, blood low density lipoprotein and glycosylated hemoglobin at day 90 of follow-up were significantly lower in treatment group than control group (P = 0.002, P = 0.002, P = 0.018, P = 0.011, respectively). The occurrence rates of epilepsy, gastrointestinal bleeding, syncope, allergic reactions, hemorrhagic infarction, and death were not significantly different between the two groups during the follow-up (P > 0.05). The recurrence-free survival rate of ischemic stroke was significantly lower in the treatment group than control group as assessed by the Kaplan-Meier test (85.1% Vs 75.7%, P = 0.016), as well as the recurrence-free survival rate after day 90 in the three-year follow-up (87.0% Vs 79.3%, P = 0.043). Multifactor Cox regression analysis demonstrated treatment with fluoxetine was an independent factor reducing three-year recurrence in acute ischemic stroke (HR = 0.594, 95% CI: 0.376-0.938). Treatment with fluoxetine for 90 days after acute ischemic stroke significantly reduces the three-year recurrence rate of ischemic stroke.",,,,,,,,,
pmid_multi_rel,16031497,1989,Cyanocobalamin,@CHEMICAL_Vitamin_B_12,Immunologic Deficiency Syndromes,@DISEASE_Immunologic_Deficiency_Syndromes,100,2,1,2,True,False,"[{""drug_name"": ""Cyanocobalamin"", ""drug_id"": ""@CHEMICAL_Vitamin_B_12"", ""disease_name"": ""Immunologic Deficiency Syndromes"", ""disease_id"": ""@DISEASE_Immunologic_Deficiency_Syndromes"", ""pub_year"": 1989, ""pmid_count_pair"": 100}, {""drug_name"": ""Cyanocobalamin"", ""drug_id"": ""@CHEMICAL_Vitamin_B_12"", ""disease_name"": ""Weight Gain"", ""disease_id"": ""@DISEASE_Weight_Gain"", ""pub_year"": 1989, ""pmid_count_pair"": 9}]",44,Reference curves to diagnose cobalt deficiency in sheep using liver and serum vitamin B12 levels.,"Reference curves demonstrating the relationship between serum or liver vitamin B12 and weight gain were derived from the examination of 16 published and 48 unpublished N.Z. trials. From these curves probability of obtaining an economic reponse (>10g/day body weight increase) for any serum or liver vitamin B12 can be determined. No significant (P<0.05) weight gain responses occurred to vitamin B12 or cobalt treatment in trials with mean serum vitamin B12 levels above 500 pmol/l or liver vitamin B12 levels greater than 500 nmol/kg. The reference curves were therefore derived from trials with vitamin B12 levels below these levels; 36 trials with serum vitamin B12 and 19 trials with liver vitamin B12 data. The mean vitamin B12 level at the mid point of the weight gain response period was selected from each trial. Examination of serum vitamin B12 reference curves for spring, summer, autumn and winter indicated that curves derived from data closest to the middle of January (summer) adequately reflected response to treatment at any time during the first year of life. Reference curves for liver vitamin B12 also used data closest to middle of January. This was partly because insufficient liver data was available to compare seasonal variations. The fitted response curve approached 0 gram/day at 500 pmol/l for serum vitamin B12 and 375 nmol/kg for liver vitamin B12. The minimum vitamin B12 level at which an economic response to treatment (>10 g/day) is not likely was 336 pmol/l for serum and 282 nmol/kg for liver.",,,,,,,,,
pmid_single_rel,7067755,1982,Albuterol,@CHEMICAL_Albuterol,Cough,@DISEASE_Cough,86,1,1,1,False,False,"[{""drug_name"": ""Albuterol"", ""drug_id"": ""@CHEMICAL_Albuterol"", ""disease_name"": ""Cough"", ""disease_id"": ""@DISEASE_Cough"", ""pub_year"": 1982, ""pmid_count_pair"": 86}]",45,Persistent cough a forme-fruste of asthma.,Fifteen children presented with persistent cough as the sole complaint. Physical examination was entirely within normal limits. Personal and family histories of atopy and blood eosinophilia suggested an allergic diathesis. Chest radiographs showed hyperinflation in many and spirometry showed bronchospasm in all the children studied. The added observation that theophylline and salbutamol were effective suggests that the condition is a manifestation of asthma.,,,,,,,,,
pmid_single_rel,33993949,2021,Ondansetron,@CHEMICAL_Ondansetron,Colic,@DISEASE_Colic,5,1,1,1,False,False,"[{""drug_name"": ""Ondansetron"", ""drug_id"": ""@CHEMICAL_Ondansetron"", ""disease_name"": ""Colic"", ""disease_id"": ""@DISEASE_Colic"", ""pub_year"": 2021, ""pmid_count_pair"": 5}]",46,Does Intravenous Ondansetron Affect the Intestinal Motility Pattern in Healthy Donkeys (Equus asinus)?,"The current study was undertaken to investigate the effect of intravenous administration of ondansetron on the small and large intestinal motility in donkeys (Equus asinus) using non-invasive transabdominal ultrasonography. The current prospective, randomized, placebo-controlled, crossover study was conducted on thirty healthy donkeys (15 males and 15 females). The selected donkeys underwent two trials; the first was performed by intravenous administration of saline solution as a placebo, while the second was carried out by intravenous administration of ondansetron hydrochloride. The contractility of selected portions of both the small intestine (duodenum and jejunum) and the large intestine (left colon, right colon, and cecum) was counted over a period of 3 minutes before administration (zero time) and at 15, 30, 60, 90, 120, 180, and 240 minutes after administration. The results of this study showed that ondansetron significantly altered the small and large intestinal contractility compared to normal saline. Intravenous administration of ondansetron induced a significant decrease in the duodenal, jejunal and cecal contractility compared to placebo at 30, 60, 90, and 120 minutes after administration. Likewise, ondansetron induced a significant decrease in the left colon and right colon contractility when compared with placebo at 30, 60, 90, 120, and 180 minutes following administration. Ondansetron can be used as a highly specific and selective serotonin 5-HT<sub>3</sub> receptor antagonist for reducing the small and large intestinal motility in donkeys, and is therefore highly suggested for treating spasmodic colic in equine.",,,,,,,,,
pmid_single_rel,27285856,2016,Adalimumab,@CHEMICAL_Adalimumab,Drug Related Side Effects and Adverse Reactions,@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions,37,1,1,1,False,False,"[{""drug_name"": ""Adalimumab"", ""drug_id"": ""@CHEMICAL_Adalimumab"", ""disease_name"": ""Drug Related Side Effects and Adverse Reactions"", ""disease_id"": ""@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions"", ""pub_year"": 2016, ""pmid_count_pair"": 37}]",47,"Comparison of the pharmacokinetics, safety, and immunogenicity of MSB11022, a biosimilar of adalimumab, with Humira(®) in healthy subjects.","The aim of the study was to compare the pharmacokinetics (PK), safety and tolerability of the proposed adalimumab biosimilar MSB11022 (Merck) with Humira(®) (AbbVie), sourced from both the US (US reference product [US-RP]) and Europe (European reference medicinal product [EU-RMP]). In this phase 1 double-blind, parallel group trial (EMR200588-001), 213 healthy volunteers were randomized 1 : 1 : 1 to receive a single dose (40 mg) of MSB11022, US-RP or EU-RMP in order to achieve 80% power assuming a 5% difference among groups and a 10% dropout rate. Following a preplanned blinded sample size re-assessment after more than 50% of the originally planned subjects had been observed, the sample size was increased to 237 (79 per arm) to ensure 213 completers. Primary PK endpoints analyzed by non-compartmental methods, were area under the curve (AUC) from time 0 extrapolated to infinity (AUC(0,∞)), maximum observed concentration (Cmax ), and AUC from time 0 to the last quantifiable concentration (AUC(0,tlast )). PK equivalence was declared if the 90% CI for the test : reference ratio lay within the 80-125% equivalence margin. Bioequivalence was demonstrated if all three PK parameters met the PK equivalence criteria. Safety and tolerability were also evaluated. Mean serum concentration-time profiles for the three treatments were similar. MSB11022 demonstrated PK equivalence to US-RP and EU-RMP for all primary endpoints. The geometric means of AUC(0,∞), Cmax and AUC(0,tlast ) following a single dose of MSB11022 were 2276.05 μg ml(-1)  h, 3.44 μg ml(-1)   and 1983.90 μg ml(-1)  h, respectively. Adverse events (AEs) were similar across all groups, with treatment-emergent AEs (TEAEs) reported by 62.8%, 56.3% and 62.0% of subjects within the MSB11022, US-RP and EU-RMP groups, respectively. Most of the TEAEs were considered mild and unrelated to study drug. No deaths or severe AEs related to the study drug were reported. Bioequivalence between MSB11022, US-RP and EU-RMP was demonstrated. Safety, tolerability and immunogenicity profiles were similar between subjects receiving MSB11022 and US-RP or EU-RMP. These data support the further clinical evaluation of MSB11022 as a proposed biosimilar of adalimumab.",,,,,,,,,
pmid_single_rel,19409657,2010,Sulfamethoxazole,@CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination,Abscess,@DISEASE_Abscess,100,1,1,1,False,False,"[{""drug_name"": ""Sulfamethoxazole"", ""drug_id"": ""@CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination"", ""disease_name"": ""Abscess"", ""disease_id"": ""@DISEASE_Abscess"", ""pub_year"": 2010, ""pmid_count_pair"": 100}]",48,"Randomized, controlled trial of antibiotics in the management of community-acquired skin abscesses in the pediatric patient.","Emergency department visits for skin and soft tissue infections are increasing with the discovery of community-acquired methicillin-resistant Staphylococcus aureus. Whether abscesses treated surgically also require antibiotics is controversial. There are no published pediatric randomized controlled trials evaluating the need for antibiotics in skin abscess management. We determine the benefits of antibiotics in surgically managed pediatric skin abscesses. This was a double-blind, randomized, controlled trial. Pediatric patients were randomized to receive 10 days of placebo or trimethoprim-sulfamethoxazole after incision and draining. Follow-up consisted of a visit/call at 10 to 14 days and a call at 90 days. Primary outcome was treatment failure at the 10-day follow-up. Secondary outcome was new lesion development at the 10- and 90-day follow-ups. Noninferiority of placebo relative to trimethoprim-sulfamethoxazole for primary and secondary outcomes was assessed. One hundred sixty-one patients were enrolled, with 12 lost to follow-up. The failure rates were 5.3% (n=4/76) and 4.1% (n=3/73) in the placebo and antibiotic groups, respectively, yielding a difference of 1.2%, with a 1-sided 95% confidence interval (CI) (-infinity to 6.8%). Noninferiority was established with an equivalence threshold of 7%. New lesions occurred at the 10-day follow-up: 19 on placebo (26.4%) and 9 on antibiotics (12.9%), yielding a difference of 13.5%, with 95% 1-sided CI (-infinity to 24.3%). At the 3-month follow-up, 15 of 52 (28.8%) in the placebo group and 13 of 46 (28.3%) in the antibiotic group developed new lesions. The difference was 0.5%, with 95% 1-sided CI (-infinity to 15.6%). Antibiotics are not required for pediatric skin abscess resolution. Antibiotics may help prevent new lesions in the short term, but further studies are required.",,,,,,,,,
pmid_single_rel,40828686,2025,Methylprednisolone,@CHEMICAL_Methylprednisolone,Death,@DISEASE_Death,100,1,1,1,False,False,"[{""drug_name"": ""Methylprednisolone"", ""drug_id"": ""@CHEMICAL_Methylprednisolone"", ""disease_name"": ""Death"", ""disease_id"": ""@DISEASE_Death"", ""pub_year"": 2025, ""pmid_count_pair"": 100}]",49,Use of Machine Learning to Derive Discrete Clinical Phenotypes and Assess Treatment-Effect Heterogeneity in the Steroids in Cardiac Surgery Trial Dataset.,"Robust clinical trial data provide a key component for the development of evidence-informed medicine. However, clinical trial data may demonstrate treatment-effect heterogeneity, where some patients benefit from an intervention while others receive no benefit or perhaps even harm. If so, targeted therapy or a ""personalized medicine"" approach could provide treatment to a certain patient subset, that is, a specific clinical phenotype, who are most likely to benefit. Using data from the Steroids in Cardiac Surgery (SIRS) clinical trial, we tested the hypothesis that methylprednisolone, which did not have a significant effect on mortality or major morbidity, improves outcomes in 1 or more clinical phenotypes. We used the partitioning around medoids algorithm to derive phenotypic clusters using 30 preoperative variables in a Cleveland Clinic cardiac surgery developmental dataset. Patients in the SIRS trial were assigned to the derived clusters. Methylprednisolone-response heterogeneity was evaluated among SIRS patients for the coprimary outcomes of 30-day mortality and composite of death and major morbidity. This was accomplished by fitting separate logistic regression models for each outcome and evaluating the interaction between treatment groups and assigned phenotypic cluster. The 16,395 patients in the developmental dataset were clustered into 4 phenotypes: younger and healthier; mid-age and moderately sick; oldest, sicker and more aortic valve surgery; sickest, more coronary artery bypass grafting (CABG) and low left ventricular ejection fraction (LVEF). The phenotypes had differing risk profiles and were associated with patient outcomes. For example, patients in sickest, high CABG and low LVEF group were at highest risk amongst all phenotypes, with significantly increased odds of experiencing a composite of mortality and severe morbidity (odds ratio [OR]: 3.4, 95% confidence interval [CI], 2.4-4.8) compared to younger and healthier group. When clustering was applied to the SIRS trial dataset (N = 6836), patients in the sickest, more CABG and low LVEF group similarly represented the highest-risk category for mortality and severe morbidity (OR: 2.1; 95% CI, 1.6-2.9). After examining the treatment-effect in each phenotype, we did not find evidence that methylprednisolone treatment-effect on the coprimary outcomes differed by phenotypes (all treatment-phenotype interaction term P > .05). Despite substantial differences in preoperative risk profiles, findings were neutral for methylprednisolone across all phenotypes. However, the general concept of evaluating trial results across clinical phenotypes represents a novel approach to identify subgroup differences in treatment-effect and to collect preliminary evidence of potential benefit with targeted therapy.",,,,,,,,,
pmid_multi_rel,32053908,2020,Doxycycline,@CHEMICAL_Doxycycline,Breast Neoplasms,@DISEASE_Breast_Neoplasms,59,3,1,3,True,False,"[{""drug_name"": ""Doxycycline"", ""drug_id"": ""@CHEMICAL_Doxycycline"", ""disease_name"": ""Breast Neoplasms"", ""disease_id"": ""@DISEASE_Breast_Neoplasms"", ""pub_year"": 2020, ""pmid_count_pair"": 59}, {""drug_name"": ""Doxycycline"", ""drug_id"": ""@CHEMICAL_Doxycycline"", ""disease_name"": ""Drug Related Side Effects and Adverse Reactions"", ""disease_id"": ""@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions"", ""pub_year"": 2020, ""pmid_count_pair"": 70}, {""drug_name"": ""Doxycycline"", ""drug_id"": ""@CHEMICAL_Doxycycline"", ""disease_name"": ""Mitochondrial Diseases"", ""disease_id"": ""@DISEASE_Mitochondrial_Diseases"", ""pub_year"": 2020, ""pmid_count_pair"": 18}]",50,Complex Mitochondrial Dysfunction Induced by TPP<sup>+</sup>-Gentisic Acid and Mitochondrial Translation Inhibition by Doxycycline Evokes Synergistic Lethality in Breast Cancer Cells.,"The mitochondrion has emerged as a promising therapeutic target for novel cancer treatments because of its essential role in tumorigenesis and resistance to chemotherapy. Previously, we described a natural compound, 10-((2,5-dihydroxybenzoyl)oxy)decyl) triphenylphosphonium bromide (GA-TPP<sup>+</sup>C<sub>10</sub>), with a hydroquinone scaffold that selectively targets the mitochondria of breast cancer (BC) cells by binding to the triphenylphosphonium group as a chemical chaperone; however, the mechanism of action remains unclear. In this work, we showed that GA-TPP<sup>+</sup>C<sub>10</sub> causes time-dependent complex inhibition of the mitochondrial bioenergetics of BC cells, characterized by (1) an initial phase of mitochondrial uptake with an uncoupling effect of oxidative phosphorylation, as previously reported, (2) inhibition of Complex I-dependent respiration, and (3) a late phase of mitochondrial accumulation with inhibition of α-ketoglutarate dehydrogenase complex (αKGDHC) activity. These events led to cell cycle arrest in the G1 phase and cell death at 24 and 48 h of exposure, and the cells were rescued by the addition of the cell-penetrating metabolic intermediates l-aspartic acid β-methyl ester (mAsp) and dimethyl α-ketoglutarate (dm-KG). In addition, this unexpected blocking of mitochondrial function triggered metabolic remodeling toward glycolysis, AMPK activation, increased expression of proliferator-activated receptor gamma coactivator 1-alpha (<i>pgc1α</i>) and electron transport chain (ETC) component-related genes encoded by mitochondrial DNA and downregulation of the uncoupling proteins <i>ucp3</i> and <i>ucp4</i>, suggesting an AMPK-dependent prosurvival adaptive response in cancer cells. Consistent with this finding, we showed that inhibition of mitochondrial translation with doxycycline, a broad-spectrum antibiotic that inhibits the 28 S subunit of the mitochondrial ribosome, in the presence of GA-TPP<sup>+</sup>C<sub>10</sub> significantly reduces the mt-CO1 and VDAC protein levels and the FCCP-stimulated maximal electron flux and promotes selective and synergistic cytotoxic effects on BC cells at 24 h of treatment. Based on our results, we propose that this combined strategy based on blockage of the adaptive response induced by mitochondrial bioenergetic inhibition may have therapeutic relevance in BC.",,,,,,,,,
pmid_single_rel,3492413,1986,Aspirin,@CHEMICAL_Aspirin,Tooth Loss,@DISEASE_Tooth_Loss,14,1,1,1,False,False,"[{""drug_name"": ""Aspirin"", ""drug_id"": ""@CHEMICAL_Aspirin"", ""disease_name"": ""Tooth Loss"", ""disease_id"": ""@DISEASE_Tooth_Loss"", ""pub_year"": 1986, ""pmid_count_pair"": 14}]",51,Double blind controlled study on the effect of sucralfate on gastric prostaglandin formation and microbleeding in normal and aspirin treated man.,"Two groups A and B each comprising 12 healthy young male subjects were used in a double blind, placebo controlled trial to assess the effects of 1.0 g sucralfate qid on prostaglandin (PG) generation and mucosal integrity in the intact and aspirin-treated stomach. Mucosal formation and luminal release of PGE2, 6-keto-PGE1 alpha and thromboxane B2, gastric microbleeding and DNA loss (integrity indicators) and basal and pentagastrin induced acid secretion were measured after placebo and sucralfate treatment in subjects without (group A) and with administration of 2.5 g aspirin (group B). Sucralfate significantly reduced spontaneous gastric microbleeding and DNA loss in group A and prevented blood loss but not DNA loss caused by aspirin in group B. The protective effects of sucralfate on spontaneous gastric microbleeding were accompanied by increased mucosal biosynthesis and luminal release of PGE2 and 6-keto-PGF1 alpha with a reduction in release of thromboxane B2. In aspirin treated subjects both mucosal generation and luminal release of prostaglandins and thromboxane B2 were greatly suppressed although sucralfate treatment did not influence these prostaglandins in spite of the reduction in mucosal damage. It is concluded that sucralfate has a potent protective action on spontaneous and aspirin treated gastric microbleeding in man and that this protection may be partly because of the increased mucosal biosynthesis of prostaglandins.",,,,,,,,,
pmid_single_rel,34641716,2021,Aspirin,@CHEMICAL_Aspirin,Hearing Loss Sensorineural,@DISEASE_Hearing_Loss_Sensorineural,12,1,1,1,False,False,"[{""drug_name"": ""Aspirin"", ""drug_id"": ""@CHEMICAL_Aspirin"", ""disease_name"": ""Hearing Loss Sensorineural"", ""disease_id"": ""@DISEASE_Hearing_Loss_Sensorineural"", ""pub_year"": 2021, ""pmid_count_pair"": 12}]",52,Atrial Fibrillation Is Not Associated With Sudden Sensorineural Hearing Loss.,"The aim of this study is to assess the association between atrial fibrillation (AF) and sudden sensorineural hearing loss (SSNHL). This study was conducted by searching the longitudinal health insurance database of the Taiwan National Health Insurance Program for relevant information from January 1, 2000, to December 31, 2011. Patients with AF were matched with non-AF controls with a 1:1 strategy according to propensity scores. Multiple logistic regression analyses were performed to determine the risk of SSNHL. In total, 14 698 patients with AF were matched with the same number of non-AF patients as controls. After propensity score matching, the use of antiplatelet or anticoagulation medications and the occurrence of SSNHL were found to have a significant difference between AF and non-AF patients. The occurrence of SSNHL was found to be higher in men, those of 45 to 74 years old, and patients with hypertension in both AF and non-AF groups. Multiple logistic regression analyses revealed that male gender, age between 45 and 74 years, hyperlipidemia, and hypertension are risk factors for SSNHL. The use of aspirin was found to reduce the rate of SSNHL (odds ratio [OR]: 0.67, 95% CI: 0.49-0.94, <i>P</i> = .019), but AF was not found to be a risk factor for SSNHL (OR: 0.89, 95% CI: 0.64-1.23, <i>P</i> = .467). The association between AF and SSNHL is not significant.",,,,,,,,,
